エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,認可出力（変更後）,適用開始日,稼働開始日,稼働終了日,最終更新日時
"東京","株式会社JERA","34042","富津火力発電所","火力（ガス）","富津３－１号","380000","","","1900/01/01","9999/12/31","2025/04/09 15:16",
"東京","株式会社JERA","34043","富津火力発電所","火力（ガス）","富津３－２号","380000","","","1900/01/01","9999/12/31","2025/04/09 15:17",
"東京","株式会社JERA","34044","富津火力発電所","火力（ガス）","富津３－３号","380000","","","1900/01/01","9999/12/31","2025/04/09 15:18",
"東京","株式会社JERA","34045","富津火力発電所","火力（ガス）","富津３－４号","380000","","","1900/01/01","9999/12/31","2025/04/09 15:18",
"東京","株式会社JERA","34046","富津火力発電所","火力（ガス）","富津４－１号","507000","","","1900/01/01","9999/12/31","2025/04/09 15:19",
"東京","株式会社JERA","34047","富津火力発電所","火力（ガス）","富津４－２号","507000","","","1900/01/01","9999/12/31","2025/04/09 15:20",
"東京","株式会社JERA","34048","富津火力発電所","火力（ガス）","富津４－３号","507000","","","1900/01/01","9999/12/31","2025/04/09 15:20",
"東京","株式会社JERA","34049","川崎火力発電所","火力（ガス）","川崎１－１号","500000","","","1900/01/01","9999/12/31","2025/04/09 15:06",
"東京","株式会社JERA","34050","川崎火力発電所","火力（ガス）","川崎１－２号","500000","","","1900/01/01","9999/12/31","2025/04/09 15:07",
"東京","株式会社JERA","34051","川崎火力発電所","火力（ガス）","川崎１－３号","500000","","","1900/01/01","9999/12/31","2025/04/09 15:07",
"東京","株式会社JERA","34052","川崎火力発電所","火力（ガス）","川崎２－１号","500000","","","1900/01/01","9999/12/31","2025/04/09 15:08",
"東京","株式会社JERA","34053","川崎火力発電所","火力（ガス）","川崎２－２号","710000","","","1900/01/01","9999/12/31","2025/04/09 15:09",
"東京","株式会社JERA","34054","川崎火力発電所","火力（ガス）","川崎２－３号","710000","","","1900/01/01","9999/12/31","2025/04/09 15:08",
"東京","株式会社JERA","34057","横浜火力発電所","火力（ガス）","横浜７－１号","377000","","","1900/01/01","9999/12/31","2025/04/09 15:10",
"東京","株式会社JERA","34058","横浜火力発電所","火力（ガス）","横浜７－２号","377000","","","1900/01/01","9999/12/31","2025/04/09 15:10",
"東京","株式会社JERA","34059","横浜火力発電所","火力（ガス）","横浜７－３号","377000","","","1900/01/01","9999/12/31","2025/04/09 15:10",
"東京","株式会社JERA","34060","横浜火力発電所","火力（ガス）","横浜７－４号","377000","","","1900/01/01","9999/12/31","2025/04/09 15:12",
"東京","株式会社JERA","34061","横浜火力発電所","火力（ガス）","横浜８－１号","377000","","","1900/01/01","9999/12/31","2025/04/09 15:11",
"東京","株式会社JERA","34062","横浜火力発電所","火力（ガス）","横浜８－２号","377000","","","1900/01/01","9999/12/31","2025/04/09 15:12",
"東京","株式会社JERA","34063","横浜火力発電所","火力（ガス）","横浜８－３号","377000","","","1900/01/01","9999/12/31","2025/04/09 15:12",
"東京","株式会社JERA","34064","横浜火力発電所","火力（ガス）","横浜８－４号","377000","","","1900/01/01","9999/12/31","2025/04/09 15:13",
"東京","株式会社JERA","34065","南横浜火力発電所","火力（ガス）","南横浜１号","350000","","","1900/01/01","9999/12/31","2025/04/09 15:00",
"東京","株式会社JERA","34066","南横浜火力発電所","火力（ガス）","南横浜２号","350000","","","1900/01/01","9999/12/31","2025/04/09 15:01",
"東京","株式会社JERA","34067","南横浜火力発電所","火力（ガス）","南横浜３号","450000","","","1900/01/01","9999/12/31","2025/04/09 15:02",
"東京","株式会社JERA","34068","東扇島火力発電所","火力（ガス）","東扇島１号","1000000","","","1900/01/01","9999/12/31","2025/04/09 15:03",
"東京","株式会社JERA","34069","東扇島火力発電所","火力（ガス）","東扇島２号","1000000","","","1900/01/01","9999/12/31","2025/04/09 15:03",
"東京","株式会社JERA","34076","鹿島火力発電所","火力（ガス）","鹿島７－１号","420000","","","1900/01/01","9999/12/31","2025/04/09 15:33",
"東京","株式会社JERA","34077","鹿島火力発電所","火力（ガス）","鹿島７－２号","420000","","","1900/01/01","9999/12/31","2025/04/09 15:34",
"東京","株式会社JERA","34078","鹿島火力発電所","火力（ガス）","鹿島７－３号","420000","","","1900/01/01","9999/12/31","2025/04/09 15:34",
"東京","株式会社JERA","34082","品川火力発電所","火力（ガス）","品川１－１号","380000","","","1900/01/01","9999/12/31","2025/04/09 15:01",
"東京","株式会社JERA","34083","品川火力発電所","火力（ガス）","品川１－２号","380000","","","1900/01/01","9999/12/31","2025/04/09 15:02",
"東京","株式会社JERA","34084","品川火力発電所","火力（ガス）","品川１－３号","380000","","","1900/01/01","9999/12/31","2025/04/09 15:02",
"東京","株式会社JERA","34089","広野火力発電所","火力（石炭）","広野５号","600000","","","1900/01/01","9999/12/31","2025/04/09 15:14",
"東京","株式会社JERA","34090","広野火力発電所","火力（石炭）","広野６号","600000","","","1900/01/01","9999/12/31","2025/04/09 15:14",
"東京","株式会社JERA","34091","常陸那珂火力発電所","火力（石炭）","常陸那珂１号","1000000","","","1900/01/01","9999/12/31","2025/04/09 15:15",
"東京","株式会社JERA","34092","常陸那珂火力発電所","火力（石炭）","常陸那珂２号","1000000","","","1900/01/01","9999/12/31","2025/04/09 15:16",
"東京","ENEOS株式会社","4009330482","鹿島発電所","その他","単独","125000","","","1900/01/01","9999/12/31","2020/06/26 13:45",
"東京","ENEOS株式会社","4009331905","根岸 ガス化複合発電所","火力（石油）","単独","431450","","","1900/01/01","2026/10/01","2025/09/04 16:51",
"中国","ENEOS株式会社","4009774203","麻里布 第２発電所","その他","Ｇ６","149000","","","1900/01/01","9999/12/31","2020/06/26 13:45",
"中国","ENEOS株式会社","400977C645","水島製油所　B工場","その他","G8","112400","","","1900/01/01","9999/12/31","2023/09/19 13:37",
"九州","ENEOS株式会社","40099930AA","大分 第２発電所","その他","単独","149400","","","1900/01/01","9999/12/31","2020/06/26 13:44",
"中部","出光興産株式会社","4019445121","出光愛知第3発電所","火力（石油）","単独","225570","","","1900/01/01","9999/12/31","2016/04/13 13:34",
"中部","中部電力(株)","41001","浜岡原子力発電所","原子力","３号機","1100000","","","1900/01/01","9999/12/31","2018/02/07 08:59",
"中部","中部電力(株)","41002","奥美濃発電所","水力","１号機","250000","","","1900/01/01","9999/12/31","2018/02/07 09:08",
"中部","中部電力(株)","41002","奥美濃発電所","水力","２号機","250000","","","1900/01/01","9999/12/31","2018/02/07 09:09",
"中部","中部電力(株)","41002","奥美濃発電所","水力","３号機","250000","","","1900/01/01","9999/12/31","2018/02/07 08:59",
"中部","中部電力(株)","41002","奥美濃発電所","水力","４号機","250000","","","1900/01/01","9999/12/31","2018/02/07 08:59",
"中部","中部電力(株)","41003","奥美濃発電所","水力","５号機","250000","","","1900/01/01","9999/12/31","2018/02/07 08:58",
"中部","中部電力(株)","41003","奥美濃発電所","水力","６号機","250000","","","1900/01/01","9999/12/31","2018/02/07 08:58",
"中部","中部電力(株)","41006","浜岡原子力発電所","原子力","４号機","1137000","","","1900/01/01","9999/12/31","2018/02/07 09:01",
"中部","中部電力(株)","41007","浜岡原子力発電所","原子力","５号機","1380000","","","1900/01/01","9999/12/31","2018/02/07 09:01",
"中部","株式会社JERA","42001","川越火力発電所","火力（ガス）","川越１号","700000","","","1900/01/01","9999/12/31","2025/04/09 15:00",
"中部","コスモ石油株式会社","42136","四日市霞発電所","その他","単独","230000","","","2003/07/01","9999/12/31","2018/08/21 18:12",
"中部","株式会社JERA","42290","川越火力発電所","火力（ガス）","川越２号","700000","","","1900/01/01","9999/12/31","2025/04/09 15:01",
"中部","株式会社JERA","42291","川越火力発電所","火力（ガス）","川越３－１号","243000","","","1900/01/01","9999/12/31","2025/04/09 15:01",
"中部","株式会社JERA","42292","川越火力発電所","火力（ガス）","川越３－２号","243000","","","1900/01/01","9999/12/31","2025/04/09 15:02",
"中部","株式会社JERA","42293","川越火力発電所","火力（ガス）","川越３－３号","243000","","","1900/01/01","9999/12/31","2025/04/09 15:02",
"中部","株式会社JERA","42294","川越火力発電所","火力（ガス）","川越３－４号","243000","","","1900/01/01","9999/12/31","2025/04/09 15:03",
"中部","株式会社JERA","42295","川越火力発電所","火力（ガス）","川越３－５号","243000","","","1900/01/01","9999/12/31","2025/04/09 15:03",
"中部","株式会社JERA","42296","川越火力発電所","火力（ガス）","川越３－６号","243000","","","1900/01/01","9999/12/31","2025/04/09 15:04",
"中部","株式会社JERA","42297","川越火力発電所","火力（ガス）","川越３－７号","243000","","","1900/01/01","9999/12/31","2025/04/09 15:04",
"中部","株式会社JERA","42298","川越火力発電所","火力（ガス）","川越４－１号","243000","","","1900/01/01","9999/12/31","2025/04/09 15:05",
"中部","株式会社JERA","42299","川越火力発電所","火力（ガス）","川越４－２号","243000","","","1900/01/01","9999/12/31","2025/04/09 15:05",
"中部","株式会社JERA","42300","川越火力発電所","火力（ガス）","川越４－３号","243000","","","1900/01/01","9999/12/31","2025/04/09 15:06",
"中部","株式会社JERA","42301","川越火力発電所","火力（ガス）","川越４－４号","243000","","","1900/01/01","9999/12/31","2025/04/09 15:06",
"中部","株式会社JERA","42302","川越火力発電所","火力（ガス）","川越４－５号","243000","","","1900/01/01","9999/12/31","2025/04/09 15:07",
"中部","株式会社JERA","42303","川越火力発電所","火力（ガス）","川越４－６号","243000","","","1900/01/01","9999/12/31","2025/04/09 15:07",
"中部","株式会社JERA","42304","川越火力発電所","火力（ガス）","川越４－７号","243000","","","1900/01/01","9999/12/31","2025/04/09 15:08",
"中部","中部電力(株)","42332","徳山発電所","水力","１号機","139000","","","1900/01/01","9999/12/31","2018/02/07 08:57",
"中部","株式会社JERA","42389","西名古屋火力発電所","火力（ガス）","西名古屋７－１号","1188200","","","1900/01/01","9999/12/31","2025/04/09 15:15",
"中部","株式会社JERA","42393","西名古屋火力発電所","火力（ガス）","西名古屋７－２号","1188200","","","2018/03/30","9999/12/31","2025/04/09 15:16",
"中部","株式会社JERA","42397","四日市火力発電所","火力（ガス）","四日市４－１号","117000","","","1900/01/01","9999/12/31","2026/04/13 13:39",
"中部","株式会社JERA","42398","四日市火力発電所","火力（ガス）","四日市４－２号","117000","","","1900/01/01","9999/12/31","2025/04/09 15:13",
"中部","株式会社JERA","42399","四日市火力発電所","火力（ガス）","四日市４－３号","117000","","","1900/01/01","9999/12/31","2025/04/09 15:13",
"中部","株式会社JERA","42400","四日市火力発電所","火力（ガス）","四日市４－４号","117000","","","1900/01/01","9999/12/31","2025/04/09 15:14",
"中部","株式会社JERA","42401","四日市火力発電所","火力（ガス）","四日市４－５号","117000","","","1900/01/01","9999/12/31","2025/04/09 15:14",
"中部","中部電力(株)","43002","馬瀬川第一発電所","水力","１号機","144000","","","1900/01/01","9999/12/31","2018/02/07 08:58",
"中部","中部電力(株)","43002","馬瀬川第一発電所","水力","２号機","144000","","","1900/01/01","9999/12/31","2018/02/07 08:57",
"中部","株式会社JERA","44145","知多火力発電所","火力（ガス）","知多６号","854000","","","1900/01/01","9999/12/31","2025/04/09 15:15",
"中部","株式会社JERA","44147","知多第二火力発電所","火力（ガス）","知多第二１号","854000","","","1900/01/01","9999/12/31","2025/04/09 15:17",
"中部","株式会社JERA","44149","知多第二火力発電所","火力（ガス）","知多第二２号","854000","","","1900/01/01","9999/12/31","2025/04/09 15:17",
"中部","株式会社JERA","45001","新名古屋火力発電所","火力（ガス）","新名古屋７－１号","243000","","","1900/01/01","9999/12/31","2025/04/09 15:07",
"中部","中部電力(株)","45002","奥矢作第一発電所","水力","１号機","108000","","","1900/01/01","9999/12/31","2018/02/07 09:11",
"中部","中部電力(株)","45002","奥矢作第一発電所","水力","２号機","108000","","","1900/01/01","9999/12/31","2018/02/07 09:11",
"中部","中部電力(株)","45002","奥矢作第一発電所","水力","３号機","107000","","","1900/01/01","9999/12/31","2018/02/07 09:10",
"中部","中部電力(株)","45002","奥矢作第二発電所","水力","１号機","260000","","","1900/01/01","9999/12/31","2018/02/07 09:09",
"中部","中部電力(株)","45002","奥矢作第二発電所","水力","２号機","260000","","","1900/01/01","9999/12/31","2018/02/07 09:09",
"中部","中部電力(株)","45002","奥矢作第二発電所","水力","３号機","260000","","","1900/01/01","9999/12/31","2018/02/07 09:09",
"中部","株式会社JERA","45135","新名古屋火力発電所","火力（ガス）","新名古屋７－２号","243000","","","1900/01/01","9999/12/31","2025/04/09 15:08",
"中部","株式会社JERA","45136","新名古屋火力発電所","火力（ガス）","新名古屋７－３号","243000","","","1900/01/01","9999/12/31","2025/04/09 15:08",
"中部","株式会社JERA","45137","新名古屋火力発電所","火力（ガス）","新名古屋７－４号","243000","","","1900/01/01","9999/12/31","2025/04/09 15:08",
"中部","株式会社JERA","45138","新名古屋火力発電所","火力（ガス）","新名古屋７－５号","243000","","","1900/01/01","9999/12/31","2025/04/09 15:09",
"中部","株式会社JERA","45139","新名古屋火力発電所","火力（ガス）","新名古屋７－６号","243000","","","1900/01/01","9999/12/31","2025/04/09 15:09",
"中部","株式会社JERA","45140","新名古屋火力発電所","火力（ガス）","新名古屋８－１号","400000","","","1900/01/01","9999/12/31","2025/04/09 15:10",
"中部","株式会社JERA","45141","新名古屋火力発電所","火力（ガス）","新名古屋８－２号","400000","","","1900/01/01","9999/12/31","2025/04/09 15:11",
"中部","株式会社JERA","45142","新名古屋火力発電所","火力（ガス）","新名古屋８－３号","400000","","","1900/01/01","9999/12/31","2025/04/09 15:11",
"中部","株式会社JERA","45143","新名古屋火力発電所","火力（ガス）","新名古屋８－４号","400000","","","1900/01/01","9999/12/31","2025/04/09 15:11",
"中部","中山名古屋共同発電株式会社","46107","名古屋発電所","火力（石炭）","1号機","149000","","","1900/01/01","9999/12/31","2017/08/23 18:27",
"中部","中山名古屋共同発電株式会社","46114","名古屋第二発電所","火力（石炭）","1号機","110000","","","1900/01/01","9999/12/31","2017/08/23 18:24",
"中部","株式会社JERA","46210","武豊火力発電所","火力（石炭）","武豊５号","1070000","","","2022/08/05","9999/12/31","2025/04/09 15:15",
"中部","株式会社JERA","47001","碧南火力発電所","火力（石炭）","碧南１号","700000","","","1900/01/01","9999/12/31","2025/04/09 15:08",
"中部","株式会社JERA","47192","碧南火力発電所","火力（石炭）","碧南２号","700000","","","1900/01/01","9999/12/31","2025/04/09 15:09",
"中部","株式会社JERA","47193","碧南火力発電所","火力（石炭）","碧南３号","700000","","","1900/01/01","9999/12/31","2025/04/09 15:09",
"中部","株式会社JERA","47194","碧南火力発電所","火力（石炭）","碧南４号","1000000","","","1900/01/01","9999/12/31","2025/04/09 15:10",
"中部","株式会社JERA","47195","碧南火力発電所","火力（石炭）","碧南５号","1000000","","","1900/01/01","9999/12/31","2025/04/09 15:10",
"中部","電源開発","48001","電源開発新豊根発電所（中部）","水力","1号機","225000","","","1900/01/01","9999/12/31","2016/04/12 10:40",
"中部","電源開発","48001","電源開発新豊根発電所（中部）","水力","2号機","225000","","","1900/01/01","9999/12/31","2016/04/12 10:41",
"中部","電源開発","48001","電源開発新豊根発電所（中部）","水力","3号機","225000","","","1900/01/01","9999/12/31","2016/04/12 10:42",
"中部","電源開発","48001","電源開発新豊根発電所（中部）","水力","4号機","225000","","","1900/01/01","9999/12/31","2016/04/12 10:43",
"中部","電源開発","48001","電源開発新豊根発電所（中部）","水力","5号機","225000","","","1900/01/01","9999/12/31","2016/04/12 10:44",
"東北","株式会社JERA","4B209","上越火力発電所","火力（ガス）","上越１－１号","595000","","","1900/01/01","9999/12/31","2025/04/09 15:12",
"東北","株式会社JERA","4B212","上越火力発電所","火力（ガス）","上越１－２号","595000","","","1900/01/01","9999/12/31","2025/04/09 15:13",
"東北","株式会社JERA","4B215","上越火力発電所","火力（ガス）","上越２－１号","595000","","","1900/01/01","9999/12/31","2025/04/09 15:13",
"東北","株式会社JERA","4B218","上越火力発電所","火力（ガス）","上越２－２号","595000","","","1900/01/01","9999/12/31","2025/04/09 15:14",
"東京","東亜石油株式会社","5004332011","東亜石油株式会社水江発電所","火力（石油）","第1号発電設備","194890","","","1900/01/01","9999/12/31","2019/01/25 14:04",
"東京","カナデビア株式会社","5012330317","カナデビア株式会社茨城工場第一発電所","火力（ガス）","3号機","112300","","","1900/01/01","9999/12/31","2024/12/05 08:49",
"東京","カナデビア株式会社","5012330391","カナデビア株式会社茨城工場第一発電所","火力（ガス）","2号機","113580","","","1900/01/01","9999/12/31","2024/12/05 08:48",
"東京","株式会社エフビット横須賀パワー","5013331811","株式会社エフビット横須賀パワー　横須賀パワーステーション","火力（ガス）","単独","239700","","","1900/01/01","9999/12/31","2021/12/01 14:55",
"東京","鈴川エネルギーセンター","5089","鈴川エネルギーセンター発電所","火力（石炭）","単独","112000","","","1900/01/01","9999/12/31","2022/10/19 12:20",
"関西","株式会社コベルコパワー神戸","5115664F60","神戸発電所","火力（石炭）","１号機","700000","","","1900/01/01","9999/12/31","2016/04/18 11:40",
"関西","株式会社コベルコパワー神戸","5115664F60","神戸発電所","火力（石炭）","２号機","700000","","","1900/01/01","9999/12/31","2016/04/18 11:41",
"北陸","電源開発","51271","電源開発長野発電所（北陸）","水力","1号機","110000","","","1900/01/01","9999/12/31","2016/04/12 10:48",
"北陸","電源開発","51271","電源開発長野発電所（北陸）","水力","2号機","110000","","","1900/01/01","9999/12/31","2016/04/12 10:49",
"北陸","北陸電力株式会社","51302","北陸電力 福井火力発電所","火力（石油）","三国1号機","250000","","","1900/01/01","2028/03/31","2026/03/24 15:51",
"北陸","北陸電力株式会社","51502","北陸電力 敦賀火力発電所","火力（石炭）","1号機","500000","","","1900/01/01","9999/12/31","2016/04/13 09:48",
"北陸","北陸電力株式会社","51503","北陸電力 敦賀火力発電所","火力（石炭）","2号機","700000","","","1900/01/01","9999/12/31","2016/04/13 09:50",
"東北","糸魚川発電株式会社","51842","糸魚川発電所","火力（石炭）","単独","149000","","","1900/01/01","9999/12/31","2016/04/22 09:19",
"北陸","電源開発","52271","電源開発手取川第一","水力","1号機","125000","","","1900/01/01","9999/12/31","2016/04/12 10:51",
"北陸","電源開発","52271","電源開発手取川第一","水力","2号機","125000","","","1900/01/01","9999/12/31","2016/04/12 10:51",
"北陸","北陸電力株式会社","52306","北陸電力 有峰第一発電所","水力","単独","265000","","","1900/01/01","9999/12/31","2016/04/13 10:04",
"北陸","北陸電力株式会社","52307","北陸電力 有峰第二発電所","水力","単独","123000","","","1900/01/01","9999/12/31","2019/04/18 13:22",
"北陸","北陸電力株式会社","52312","北陸電力 富山火力発電所","火力（石油）","4号機","250000","","","1900/01/01","9999/12/31","2016/04/13 09:52",
"北陸","北陸電力株式会社","52313","北陸電力 富山新港火力発電所","火力（石油）","1号機","240000","","","1900/01/01","9999/12/31","2019/06/10 09:18",
"北陸","北陸電力株式会社","52314","北陸電力 富山新港火力発電所","火力（ガス）","2号機","500000","","","1900/01/01","9999/12/31","2023/12/15 17:09",
"北陸","北陸電力株式会社","52315","北陸電力 富山新港火力発電所","火力（石炭）","石炭1号機","250000","","","1900/01/01","9999/12/31","2016/04/13 09:58",
"北陸","北陸電力株式会社","52316","北陸電力 富山新港火力発電所","火力（石炭）","石炭2号機","250000","","","1900/01/01","9999/12/31","2016/04/13 09:59",
"北陸","北陸電力株式会社","52361","北陸電力 富山新港火力発電所","火力（ガス）","LNG1号機","424700","","","2018/11/21","9999/12/31","2018/11/21 15:13",
"東北","酒田共同火力発電株式会社","528522M101","酒田共同火力発電所","火力（石炭）","１号機","350000","","","1900/01/01","9999/12/31","2016/04/19 10:39",
"東北","酒田共同火力発電株式会社","528522M101","酒田共同火力発電所","火力（石炭）","２号機","350000","","","1900/01/01","9999/12/31","2016/04/19 10:50",
"北陸","北陸電力株式会社","53102","北陸電力 志賀原子力発電所","原子力","2号機","1206000","","","1900/01/01","9999/12/31","2016/04/13 10:10",
"北陸","北陸電力株式会社","53202","北陸電力 七尾大田火力発電所","火力（石炭）","1号機","500000","","","1900/01/01","9999/12/31","2016/04/13 10:00",
"北陸","北陸電力株式会社","53203","北陸電力 七尾大田火力発電所","火力（石炭）","2号機","700000","","","1900/01/01","9999/12/31","2016/04/13 10:01",
"北陸","北陸電力株式会社","53204","北陸電力 志賀原子力発電所","原子力","1号機","540000","","","1900/01/01","9999/12/31","2016/04/13 10:06",
"中国","海田バイオマスパワー株式会社","5814","海田発電所","","単独","112000","","","2020/11/21","9999/12/31","2020/11/20 18:53",
"東京","鹿島パワー株式会社","5AEF3327U3","鹿島火力発電所","火力（石炭）","2号機","645000","","","2020/07/01","9999/12/31","2020/06/23 16:39",
"中国","周南パワー株式会社","5AVT","トクヤマ東発電所第3号発電所","火力（石炭）","単独","300000","","","2022/09/01","9999/12/31","2022/09/12 14:35",
"中国","ＵＢＥ三菱セメント株式会社","5AWR771132","宇部発電所","火力（石炭）","6号","216000","","","2004/03/01","9999/12/31","2026/03/26 16:43",
"中部","田原バイオマスパワー合同会社","5BAA","田原バイオマス発電所","その他","単独","112000","","","2025/09/01","9999/12/31","2025/07/29 14:04",
"中国","ＵＢＥ株式会社","6038771106","宇部興産発電所","火力（石炭）","5号機","145000","","","1900/01/01","9999/12/31","2022/08/02 13:36",
"東京","鹿島共同火力株式会社","60413","鹿島共同発電所","火力（ガス）","３号機","350000","","","1900/01/01","9999/12/31","2016/04/26 17:22",
"東京","鹿島共同火力株式会社","60413","鹿島共同発電所","火力（ガス）","５号機","300000","","","1900/01/01","9999/12/31","2016/09/03 20:14",
"東京","君津共同火力株式会社","6065330508","君津共同火力株式会社君津共同発電所","火力（ガス）","3号機","350000","","","1900/01/01","9999/12/31","2016/04/27 10:02",
"東京","君津共同火力株式会社","6065330508","君津共同火力株式会社君津共同発電所","火力（ガス）","4号機","350000","","","1900/01/01","9999/12/31","2016/04/27 10:04",
"東京","君津共同火力株式会社","6065330508","君津共同火力株式会社君津共同発電所","火力（ガス）","5号機","300000","","","1900/01/01","9999/12/31","2016/04/27 10:06",
"東京","君津共同火力株式会社","6065330508","君津共同火力株式会社君津共同発電所","火力（ガス）","6号機","152900","","","1900/01/01","9999/12/31","2016/04/27 10:07",
"東北","常磐共同火力株式会社","606622S316","勿来発電所","火力（石炭）","勿来7号機","250000","","","1900/01/01","9999/12/31","2022/01/11 05:40",
"東北","常磐共同火力株式会社","606622S317","勿来発電所","火力（石炭）","勿来8号機（東北系）","600000","","","1900/01/01","9999/12/31","2016/04/14 10:58",
"東北","常磐共同火力株式会社","606622S318","勿来発電所","火力（石炭）","勿来9号機（東北系）","600000","","","1900/01/01","9999/12/31","2022/01/01 23:34",
"東京","常磐共同火力株式会社","6066332489","勿来発電所","火力（石炭）","勿来8号機（東京系）","600000","","","1900/01/01","9999/12/31","2016/04/14 11:00",
"東京","常磐共同火力株式会社","6066332492","勿来発電所","火力（石炭）","勿来9号機（東京系）","600000","","","1900/01/01","9999/12/31","2016/04/14 11:04",
"北陸","関西電力株式会社","60A06","音沢発電所","水力","単独","124000","","","1900/01/01","9999/12/31","2018/03/06 16:47",
"北陸","関西電力株式会社","60C10","下小鳥発電所","水力","単独","142000","","","1900/01/01","9999/12/31","2018/03/06 16:07",
"中部","電源開発","60C31","電源開発御母衣発電所","水力","1号機","107500","","","1900/01/01","9999/12/31","2016/04/12 10:46",
"中部","電源開発","60C31","電源開発御母衣発電所","水力","2号機","107500","","","1900/01/01","9999/12/31","2016/04/12 10:47",
"東京","川崎天然ガス発電","61203","川崎天然ガス発電所","火力（ガス）","川天1号機","413000","","","1900/01/01","9999/12/31","2016/04/14 18:26",
"東京","川崎天然ガス発電","61203","川崎天然ガス発電所","火力（ガス）","川天2号機","413000","","","1900/01/01","9999/12/31","2016/04/14 18:27",
"東京","株式会社扇島パワー","6149331758","扇島パワー","火力（ガス）","１","407100","","","1900/01/01","9999/12/31","2016/04/13 11:29",
"東京","株式会社扇島パワー","6149331758","扇島パワー","火力（ガス）","２","407100","","","1900/01/01","9999/12/31","2016/04/13 11:30",
"東京","株式会社扇島パワー","6149331758","扇島パワー","火力（ガス）","３","407100","","","1900/01/01","9999/12/31","2016/04/13 11:31",
"関西","Daigasガスアンドパワーソリューション株式会社","61L65","酉島エネルギーセンター発電所","火力（ガス）","第1号発電設備","140000","","","1900/01/01","9999/12/31","2024/01/10 18:30",
"関西","関西電力株式会社","62A41","堺港発電所","火力（ガス）","１号機","400000","","","1900/01/01","9999/12/31","2018/03/06 16:38",
"関西","関西電力株式会社","62A42","堺港発電所","火力（ガス）","２号機","400000","","","1900/01/01","9999/12/31","2018/03/06 16:38",
"関西","関西電力株式会社","62A43","堺港発電所","火力（ガス）","３号機","400000","","","1900/01/01","9999/12/31","2018/03/06 16:38",
"関西","関西電力株式会社","62A44","堺港発電所","火力（ガス）","４号機","400000","","","1900/01/01","9999/12/31","2018/03/06 16:37",
"関西","関西電力株式会社","62A45","堺港発電所","火力（ガス）","５号機","400000","","","1900/01/01","9999/12/31","2018/03/06 16:37",
"関西","中山共同発電株式会社","62A63","船町発電所","火力（ガス）","第１号発電設備","149000","","","1900/01/01","9999/12/31","2016/04/14 13:03",
"関西","和歌山共同火力株式会社","62B63","和歌山共同発電所","","新1号機","148000","","","1900/01/01","9999/12/31","2016/08/17 16:40",
"関西","和歌山共同火力株式会社","62B63","和歌山共同発電所","","3号機","156000","","","1900/01/01","9999/12/31","2016/08/17 16:44",
"関西","電源開発","62D30","電源開発池原発電所（関西）","水力","3号機","103000","","","1900/01/01","9999/12/31","2016/04/12 10:53",
"関西","電源開発","62D30","電源開発池原発電所（関西）","水力","4号機","103000","","","1900/01/01","9999/12/31","2016/04/12 10:54",
"関西","泉北天然ガス発電株式会社","62F60","泉北天然ガス第二発電所","火力（ガス）","１号機","277000","","","1900/01/01","9999/12/31","2016/04/18 10:13",
"関西","泉北天然ガス発電株式会社","62F60","泉北天然ガス第二発電所","火力（ガス）","２号機","277000","","","1900/01/01","9999/12/31","2016/04/18 10:13",
"関西","泉北天然ガス発電株式会社","62F61","泉北天然ガス第一発電所","火力（ガス）","３号機","277500","","","1900/01/01","9999/12/31","2016/04/18 10:14",
"関西","泉北天然ガス発電株式会社","62F61","泉北天然ガス第一発電所","火力（ガス）","４号機","277500","","","1900/01/01","9999/12/31","2016/04/18 10:14",
"関西","日本原子力発電株式会社","63A31","敦賀発電所2号機","原子力","単独","1160000","","","1987/02/17","9999/12/31","2022/12/16 16:49",
"関西","関西電力株式会社","63A53","美浜発電所","原子力","3号機","0","","","2024/05/02","9999/12/31","2024/05/02 12:59",
"関西","関西電力株式会社","63A53","美浜発電所","原子力","３号機","826000","","","1900/01/01","9999/12/31","2018/03/06 16:22",
"関西","関西電力株式会社","63B53","大飯発電所","原子力","３号機","1180000","","","1900/01/01","9999/12/31","2018/03/06 16:19",
"関西","関西電力株式会社","63B54","大飯発電所","原子力","４号機","1180000","","","1900/01/01","9999/12/31","2018/03/06 16:17",
"関西","関西電力株式会社","63C00","喜撰山発電所","水力","１号機","233000","","","1900/01/01","9999/12/31","2018/03/06 16:47",
"関西","関西電力株式会社","63C00","喜撰山発電所","水力","２号機","233000","","","1900/01/01","9999/12/31","2018/03/06 16:47",
"関西","関西電力株式会社","63D03","大河内発電所","水力","１号機","320000","","","1900/01/01","9999/12/31","2018/03/06 16:41",
"関西","関西電力株式会社","63D03","大河内発電所","水力","２号機","320000","","","1900/01/01","9999/12/31","2018/03/06 16:41",
"関西","関西電力株式会社","63D03","大河内発電所","水力","３号機","320000","","","1900/01/01","9999/12/31","2018/03/06 16:40",
"関西","関西電力株式会社","63D03","大河内発電所","水力","４号機","320000","","","1900/01/01","9999/12/31","2018/03/06 16:40",
"関西","関西電力株式会社","63D41","舞鶴発電所","火力（石炭）","１号機","900000","","","1900/01/01","9999/12/31","2018/03/06 16:40",
"関西","関西電力株式会社","63D42","舞鶴発電所","火力（石炭）","２号機","900000","","","1900/01/01","9999/12/31","2018/03/06 16:39",
