plant_code,plant_name
63689,Red Lake Falls Community Hybrid
63690,Oak Street Solar
63691,"Hunker Solar River, LLC"
63692,"PG Solar, LLC"
63693,"Freight Line Solar, LLC"
63694,"Butler Solar, LLC"
63695,"Holly Swamp Solar, LLC"
63696,Westmoreland County Solar Project
63697,Cranberry Solar
63698,Galloway Landfill
63699,AGT000 Stevens Creek Fuel Cell
63700,AGT001 Centerville Fuel Cell
63701,CST001 McCarthy Fuel Cell
63702,EQX002 Secaucus Rd Fuel Cell
63703,EQX003 Secaucus Rd Fuel Cell
63704,EQX010 Great Oaks Fuel Cell
63705,EQX011 Duane Fuel Cell
63706,EQX012 Harz Fuel Cell
63708,EQX015 Great Oaks Fuel Cell
63709,Autumn Hills Generating Facility
63710,Golden Hill Wind
63711,JSR000 N Mathilda Fuel Cell
63712,KSR028 Merced Fuel Cell
63713,IIV000 Mt Bethel Fuel Cell
63714,GEN005 Antibody Fuel Cell
63715,SCU000 El Camino Real Fuel Cell
63716,KSR053 Cantara Fuel Cell
63717,TLR000 Hansen Fuel Cell
63718,ISM Solar Cranston CSG
63719,Elora Solar
63720,Augusta Solar
63721,Cool Springs Solar (Hybrid)
63722,Rawhide Prairie Solar Hybrid
63723,Ho'Ohana Solar 1
63724,Hayfield Solar I LLC CSG
63725,Hayfield Solar III LLC CSG
63726,Pipestone City Solar LLC CSG
63727,Slate Hybrid
63728,Taos Mesa Energy Facility Hybrid
63729,CES Marbletown Solar
63731,Neptune Energy Center Hybrid
63732,"ESA Buies Creek, LLC"
63733,"Eros Solar, LLC"
63734,"Ventura Solar, LLC"
63735,Silverstrand Grid Energy Storage System
63737,Chisholm Grid Energy Storage System
63738,Helena Wind
63739,Las Majadas Wind Farm
63741,USS Bluff Country Solar CSG
63742,USS Viceroy Solar LLC CSG
63743,USS Solar Way LLC CSG
63744,USS Hubers Solar LLC CSG
63745,"Greensville County Solar Project, LLC"
63746,"TWE Myrtle Solar Farm, LLC"
63747,Fogarty CSG
63748,Mount Hope West
63749,Mount Hope East
63750,Bluestone
63751,Underhill
63752,Grabinski
63753,"Platteville Solar CSG, LLC"
63754,Gulf Power Blue Indigo Energy
63755,Milner Butte LFGE
63756,Omtanke Solar
63757,Madero Grid
63758,Kroger La Habra
63759,Ballenger Road Solar A
63760,White Horse Solar A
63761,Soscol Ferry Solar
63762,Silveira Ranch Road Solar
63763,CES Agawam Tuckahoe Solar Hybrid
63764,Elm Branch Solar 1
63765,Black Bear Solar 1
63766,Happy Solar 1
63768,Elk Hill Solar 2
63769,Briar Creek Solar 1
63770,Bighorn Solar 1
63772,Adirondack Solar
63773,Elk Hill Solar 1
63774,Mount Kisco Landfill Solar & Storage CSG
63775,Tech Square Microgrid
63776,Thunder Wolf Energy Center Hybrid
63777,Pinson Solar Farm
63778,"Suntex Solar, LLC"
63779,"Rock Garden Solar, LLC"
63780,NY- CSG- Johnstown 2
63781,NY- CSG- Livingston 4
63786,Ben Moreell Solar Farm
63787,Pleasant Hill PV1
63789,East Nash PV2
63790,Illinois PV Fulton 1 CSG
63791,Sobania Community Solar LLC
63792,Svihel Community Solar LLC CSG
63793,Studenski Community Solar LLC CSG
63794,Stevens Community Solar LLC
63795,"Alkali Solar, LLC"
63796,"West Hines Solar I, LLC"
63797,Ellis Solar LLC
63800,NY - CSG - Ellsworth II
63801,St. Joseph Solar
63803,"Bronco Plains Wind, LLC"
63804,Partridgeville Hybrid CSG
63805,Williamsville Hybrid CSG
63807,"Sugar Solar, LLC"
63808,"Allora Solar, LLC"
63810,"Centerfield Cooper Solar, LLC"
63811,"Lick Creek Solar, LLC"
63812,"Highest Power Solar, LLC"
63813,"Gunsight Solar, LLC"
63814,SR Odom
63816,"RJC CSG, LLC"
63817,"Hinterland CSG, LLC"
63819,"Betcher CSG 1, LLC"
63820,"Huneke CSG 1, LLC"
63821,"Huneke CSG 2, LLC"
63823,CED Beecher Sun Solar
63824,CED Hilltop Solar
63825,Lineage Logistics Solar
63826,POET Biorefining - Jewell
63827,Partin Solar
63828,Hardin Solar Energy II LLC
63829,"POET Biorefining - Marion, LLC"
63830,Conagra Foods at St. Elmo
63831,"POET Biorefining Caro, LLC"
63832,"POET Biorefining-Hanlontown, LLC"
63833,Bluebird Solar SC LLC
63834,Gateway Energy Storage System
63835,"Pilot Mountain Solar, LLC"
63836,"Benson Solar, LLC"
63837,"Lane II Solar, LLC"
63838,High Point Solar LLC
63839,Midlands
63840,Sparta Solar
63842,"Trent River Solar, LLC"
63843,"Johanna Energy Center, LLC"
63844,Fort Calhoun Community Solar
63845,"DePue Holdings, LLC"
63848,Solar Blue
63849,Chestnut
63852,"POET Biorefining - North Manchester, LLC"
63853,POET Biorefining - Chancellor
63854,Medusa NY 1
63855,Walden NY 1
63856,Westtown NY 2
63857,Middletown NY 1
63858,Westerlo NY 1
63859,"Golden Field Solar III, LLC"
63860,Encino Solar Energy Center
63861,Logansport Solar
63869,IBM Solar
63870,Camp San Luis Obispo
63875,Kern Valley SP
63877,"Willowbrook Solar I, LLC"
63882,Samson Solar Energy II LLC
63883,Samson Solar Energy III LLC
63884,Delilah Solar Energy II LLC
63887,East Brookfield Main Street Solar LLC CS
63888,"ESIL-PFCHICAGO 3, LLC"
63889,"ESIL-PFCHICAGO 2, LLC"
63891,Saticoy
63892,Lily Solar Hybrid
63893,"GD Hopkinton Main I, LLC"
63894,Milo PV - BD Solar 1 LLC
63895,Augusta PV - BD Solar Augusta LLC
63896,Fairfield PV - BD Solar Fairfield LLC
63897,Oxford PV - BD Solar Oxford LLC
63899,Cornillie 2 Community (CSG)
63900,AES Waikoloa Solar Hybrid
63903,Pinesburg Solar LLC
63904,Timonium Fairgrounds
63905,Azure Sky Solar
63906,"Turquoise Nevada, LLC"
63907,Panther Creek Wind Project
63908,SulusSolar17
63909,Otter Creek Solar
63910,Bluegrass Solar
63913,Dodge Flat
63914,Cedar Springs I
63915,Cedar Springs II
63916,Cedar Springs III
63917,DC Water Solar
63918,POET Biorefining - Hudson
63919,POET Biorefining LLC - Corning
63920,POET Biorefining - Fostoria
63921,POET Biorefining - Shelbyville
63922,POET Biorefining - Portland
63923,POET Biorefining - Gowrie
63924,"POET Biorefining- Alexandria, LLC"
63925,Riley
63926,Fort Rock IV
63927,"POET Biorefining - Leipsic, LLC"
63928,Vacaville Hospital
63929,Troy Solar
63930,Cal Flats BESS
63931,CPV Three Rivers Energy Center
63932,Titan Solar 1 (CA)
63933,Dry Lake Solar Energy Center
63934,Severson Garden
63935,Marion Garden
63936,Silver Lake Garden
63937,Lyman Garden
63938,Nicollet Garden
63939,Union Garden
63940,Central 40
63941,Oasis Alta
63942,Sunpin Blandford
63943,Coso Battery Storage
63944,"Blackhorse Farm Solar, LLC CSG"
63945,Clinton Solar 4 LLC CSG
63946,"Vermilion Solar 1, LLC CSG"
63947,DGS Valley State Prison
63948,CED Spring Creek Solar
63949,Cortland
63950,Erving CSG
63951,Lena
63952,Ridge Farm
63953,Easthampton CSG
63954,Mendota
63956,"Palmer Creek Solar, LLC"
63957,"Day Hill Solar, LLC"
63958,"SSD Marion 3, LLC"
63959,"SSD Marion 5, LLC"
63960,"SSD Marion 6, LLC"
63961,"SSD Clackamas 1, LLC"
63962,"SSD Clackamas 4, LLC"
63963,"SSD Clackamas 7, LLC"
63964,"SSD Marion 1, LLC"
63965,"Danville Farm, LLC"
63966,FastSun12 CSG
63967,Charter Durabar at Woodstock
63968,The GSI Group LLC at Assumption
63969,SulusSolar35
63971,CCUA Solar
63973,Cardinal Solar LLC
63974,"Hayes Solar, LLC"
63975,"Harrison Solar, LLC"
63976,Bay Tree
63977,Central Generating
63978,Duette Solar Power Plant
63979,315 Vinson Road
63981,Red Cloud Wind LLC
63982,Charlie Creek Solar Power Plant
63983,"Rocket Solar, LLC"
63984,"Horseshoe Solar, LLC"
63985,Fort Bend Solar LLC
63987,Novel Martens Solar LLC(CSG)
63988,Blooming Grove Wind Energy Center
63989,Peterman II
63990,Kish CSG
63991,Nostrand
63992,Vulcan
63993,FTF-PackingShed
63994,Firebaugh-CCS-PV-1
63995,Trenton
63996,Cape San Blas
63997,Pine Hill
63998,Jennings Energy Storage Facility
63999,Micanopy Energy Storage Facility
64000,Amaterasu LLC
64001,"Camellia Solar, LLC"
64002,"Buttercup Solar, LLC"
64003,Iron Star Wind Project
64004,Interfaith Medical Center
64005,Toyota Long Beach Trigen
64006,SulusSolar33
64007,SulusSolar28
64008,MilfordSolar OR
64009,BristolSolar
64010,"Energix Hollyfield, LLC"
64011,Bainbridge Solar
64012,"Energix Nokesville, LLC"
64013,Somonauk Road Solar 1
64014,28 Livermore Hill Road Solar
64015,"Energix Buckingham, LLC"
64016,Edwardsville Solar II
64017,Brick Church Solar
64018,Route 76 Boone Solar 1
64019,Altavista Solar
64020,West Riverside Energy Center
64021,Alden Solar CSG LLC
64022,SulusSolar22
64023,"10 Finderne Avenue Solar, LLC"
64024,"Monte Vista Solar 2 CSG, LLC"
64025,"101 Carnegie Center Solar, LLC"
64026,"ANSON Solar Center, LLC"
64027,SB Water Reclamation Fuel Cell
64028,San Diego - EMDF at San Diego
64030,Kenmare - Sullivan Community College
64031,"Fremont CO 1, LLC"
64032,MTSUN
64033,GreenparkSolar
64034,SulusSolar25
64035,Powatan Road Solar
64040,Apple Canyon Lake Solar
64041,Wappinger 9D Solar
64042,Montague Road Solar
64043,Olney Solar II CSG
64044,Off Airport Road - West
64045,Fitchburg Renewables
64046,6140 Route 209 - North
64047,Caddo Wind
64048,SulusSolar29
64049,San Diego - NCRC at Vista
64050,Fort Bragg - Camp Mackall PV BESS System
64051,"Orchard Windfarm 2, LLC"
64052,"Orchard Windfarm 3, LLC"
64053,"Orchard Windfarm 4, LLC"
64054,Clines Corners Wind Farm LLC
64055,Wonderful Orchards - New Columbia
64056,T Luhman CSG
64057,Wheatridge 1
64058,2662 Freeport Solar 1 CSG
64059,Whiteside Solar 1 CSG
64060,SELCO Community Solar
64061,"Hecate Energy West Newberry, LLC"
64062,Palmyra PV - BD Solar Palmyra LLC
64065,Duran Mesa LLC
64066,Tecolote Wind LLC
64068,BD Solar Hancock LLC
64069,Winslow PV - BD Solar 2 LLC
64070,BD Solar Ellsworth LLC
64072,Camp Ripley Solar
64074,Cimarron Bend III
64075,Taygete II Energy Project
64076,"Route 66 Energy Center, LLC"
64077,Hecate Energy Albany County 1
64078,Pittsfield Solar LLC
64079,CatanSolar
64080,Dane County Airport Solar
64081,Sunflower County
64084,Blanchard Road 1 Community Solar
64085,North Providence
64086,Norge Solar Farm
64087,Blanchard Road 2 Community Solar
64088,"Alta Farms II Wind Project, LLC"
64089,Ignacio Grid Energy Storage System
64090,NYS Rte 12 Community Solar
64091,Moore Road Community Solar
64092,Great Lakes Seaway Community Solar
64093,Montross Solar
64096,Samuel Mickle School
64097,Electric City Solar
64098,Tesla Reno GigaFactory
64099,Tweite Community Solar LLC
64100,"Morgan Solar 4, LLC CSG"
64101,"Mid-River PA, LLC (ABE4)"
64102,GE 19th Hole
64103,Desert Harvest II LLC
64104,"Maverick Solar 4, LLC"
64105,"Maverick Solar 6, LLC"
64106,"Maverick Solar 7, LLC"
64107,Canton
64108,Gold Meadow Farms
64109,Ravenbrook
64110,Hudson
64111,A Street 2
64112,Berkley
64113,Kilvert
64114,A Street 1
64115,Carver
64116,Plainfield Pike
64117,Meadowlark Solar
64118,Nash 97 Solar 2
64119,Nickelson Solar 2
64120,Chicopee
64121,Siler City Solar 2
64122,"Marlow Solar, LLC CSG"
64123,James W. Broderick Hydropower Plant
64124,IGS Stockton DG CSG
64125,Podunque Road CSG
64126,County Road 16
64127,Townsend Road(CSG)
64128,Ware Palmer Road Solar LLC CSG
64129,East Brookfield Adams Road Solar LLC CSG
64130,"REG Juhl Glenville Wind, LLC"
64133,"Old 300 Solar Center, LLC"
64135,Grassfield Solar
64136,Sycamore Solar
64137,Kenmare - Mansfield Branch Street
64138,Irish Creek Wind
64139,"Haystack Wind Project, LLC"
64140,"BWC Stony Brook, LLC Hybrid"
64141,Still Water Power
64142,LabCorp Engine
64143,Bloom-Altice Fuel Cell
64144,"Harts Mill Solar, LLC"
64145,Bay Trail Solar Power Plant
64146,Sandy Creek Solar Power Plant
64147,ZPD-PT Solar Project 2017-038 Hybrid LLC
64148,Fish Springs
64149,"Western Trail Wind, LLC"
64150,Lancaster Solar GA
64151,SR Perry
64152,SR Rattlesnake
64153,Novel Novak Solar LLC CSG
64154,Novel Shelly Solar LLC (CSG)
64155,Bryant Road Solar
64157,Clyde Peaking Engine
64158,Mechanicsville Solar
64159,"Morgan Solar 2, LLC CSG"
64160,SR North Stonington
64161,SR Litchfield
64162,Newton Rumford Landfill
64164,"Azure Sky Wind Project, LLC Hybrid"
64165,Priddy Wind Project
64169,Albemarle Beach Solar
64170,"BWC Muddy Brook, LLC Hybrid"
64172,"Rockhaven Wind Project, LLC"
64173,Lotus
64174,Big Boy
64175,Beth
64176,Charlie
64177,CED Manchester Wind
64178,CED Centerville Wind
64179,IA - City of Ames - Airport Road
64180,MD - CS - Potomac Edison Co - GA29 TPE
64182,"BWC Lake Lashaway, LLC Hybrid"
64183,Independence Wind Farm
64184,ZPD-PT Solar Project 2017-044 LLC CSG
64185,ZPD-PT Solar Project 2017-023 LLC Hybrid
64186,Graphite Solar I
64187,ZPD-PT Solar Project 2017-021 LLC Hybrid
64189,Apex Solar
64190,Waipio Peninsula
64191,SR Lumpkin
64192,Bo Biggs Solar
64193,Moore Solar
64194,510 Carnegie Center
64195,701 Carnegie Center
64196,Assembly Solar III
64197,"Fifth Standard Solar PV, LLC (Hybrid)"
64198,"Horn Rapids Solar, Storage and Training"
64200,Jack's Solar Garden
64201,"McDonough Solar 1, LLC CSG"
64202,"Big Star Solar, LLC (Hybrid)"
64204,Elara Solar
64207,Crane Battery Energy Storage System
64210,Bellefield Solar and Energy Storage Farm
64211,Baxley
64212,Pike Solar Hybrid
64213,Auburn Solar Project
64217,Blair Solar
64218,Madison Solar (CT)
64219,Few Solar
64220,Wonderful Orchards - Westside
64221,Wonderful Orchards - Belridge
64222,Burt County Solar Hybrid
64223,Dodge County Solar Hybrid
64224,"Dressor Plains Solar, LLC"
64225,Prosperity Solar Farm CSG
64226,Curry Solar
64227,"Alexis Solar, LLC"
64228,Blue Goose Solar CSG
64229,Iroquois Solar 1B LLC CSG
64230,Indiana Crossroads Wind Farm LLC
64231,Hadley 3 Solar (North)
64232,Hadley 3 Solar (South)
64233,Hecate Energy Frye Solar LLC
64237,"Solar Lee, LLC"
64238,"Acme Solar, LLC"
64239,7V Solar Ranch
64241,Maryland Bioenergy Center (Jessup)
64242,St. Cloud Hydro
64243,Sullivan B Community Solar LLC
64244,Anderson 3
64245,Anderson 5
64246,Peru 2
64247,Richmond 5
64248,Anderson 4
64249,Anderson 6
64250,Peru 3
64251,Pickford Solar
64252,Richmond 6
64254,Kent School Road Solar 1
64256,AES Maui Kuihelani Solar Hybrid
64257,Schulte 2 Community Solar
64258,AP Sunray LLC
64259,BPL Crown Solar LLC
64260,BPL Sol Solar LLC
64261,Forrest City- Prison Site
64262,Forrest City- Eldridge Road
64263,Hot Springs 2020
64264,Las Virgenes
64265,Rock Creek 2 CSG
64266,Alamosa Solar South CSG
64267,Valencia 2
64268,Lawrence Brook
64269,Kankakee Solar 4 LLC
64270,"ESCA-LL-COLTON, LLC"
64271,"1051 Lucky Solar, LLC"
64273,"Sweet Tea Solar, LLC"
64275,Bulloch Neville Farms
64276,Franklin Milliken
64277,Greene Durham
64278,Lowndes IDA
64279,Lowndes Tycor Farms
64280,Meriwether Jackson
64281,Murray Treadwell Farms
64282,Putnam Erickson
64283,Terrell Riles Stovall
64284,Troup RC50 II
64285,Ware Avra I
64286,Ware Avra II
64288,Renewable Energy Center at BJH
64290,"SE Athos II, LLC"
64291,Lincoln Medical and Mental Health Center
64293,Alvin
64294,Odessa
64295,Angleton
64296,Brazoria
64297,Heights
64298,Magnolia TX
64299,Roger Williams - Melville at Portsmouth
64300,Fort Drum Energy Center
64301,Willow Solar Energy Center
64302,Lafayette 2 - McHenry Franks 1
64303,Lafayette 2 - McHenry Franks 2
64304,Lafayette 2 - Kankakee Yonke
64305,TCI France
64306,TCI Alvar
64307,New Orleans Solar Station
64308,"Dissigno Healdsburg FPV, LLC"
64309,Soldier Creek Wind
64310,Corning Riverview (CSG)
64311,"Sun Farm VIII, LLC"
64312,Bat Cave
64314,Dickinson
64315,Loop 463
64316,Lopeno
64317,North Fork TX
64318,Pueblo BA
64319,Ranchtown
64321,Sweeny
64322,Zapata
64323,Coachella Hills Wind
64325,Prospero Solar II
64326,Summit Winds
64327,EDF Ph1 Toms River
64328,"AES Griggs Solar, LLC"
64329,"IGS East Central, LLC"
64330,SV CSG Lily Lake 2 LLC
64331,Cedarville Road
64332,Two Dot Wind Broadview East LLC
64333,"WED Coventry Seven, LLC"
64334,"GD Glocester White Oak I, LLC"
64335,Quitman II Solar
64336,"Little Blue Wind Project, LLC"
64337,Farmington Solar
64339,Horizon Hill Wind Project
64340,White Rock West Wind Project
64341,White Rock East Wind Project
64343,6685 Santa Barbara Ct
64347,Mockingbird Solar Center
64350,Orbit Bloom Fuel Cell
64351,Amazon JFK8 Solar Project
64352,Mtn Solar 6 LLC (CSG)
64353,NSE Camber Solar PS11 LLC (CSG)
64355,"NSE Camber BH CSG 2, LLC"
64356,NSE Camber Solar PS13 LLC (CSG)
64357,NSE Camber Solar PS6 LLC CSG
64358,NSE Camber Solar PS5 LLC (CSG)
64359,Pivot Solar 12 LLC(CSG)
64360,"American Goldfinch SCS ACY2 NJ, LLC"
64362,"SCS American Bottoms 009885 Sauget, LLC"
64363,"ESA Boston Solar, LLC"
64364,"SCS Beltway 011754 Rock Falls, LLC"
64365,"Western Meadowlark Solar SCS NE 1, LLC"
64366,"Trojan Solar, LLC"
64367,"Zuma Solar, LLC"
64368,Mooseheart School - (IL)
64370,Plainfield Solar 1
64371,Cortlandville I Solar CSG
64372,Sangerfield Solar CSG
64373,Clay Solar CSG
64374,Norwich Solar and Energy Storage CSG
64375,Decorah Battery
64376,Tranquillity ID
64377,Milligan 1 Wind Farm
64378,Signature Breads Chelsea
64379,Ridgecrest
64380,Cascades
64381,"Glacier Sands Wind Power, LLC"
64382,IXYS - Beverly
64383,Braes Bayou Plant
64384,Amazon TUS2
64385,Gliden (Op Zone)
64386,Gilcrest V CSG
64387,Quinebaug Solar
64388,TruStile Doors - Denver
64389,Niagara Bottling - Seguin
64391,Firestone Walker Brewery - Phase 1
64392,Branch Solar Farm
64393,Badger Hollow II
64395,ZPD-PT Solar Project 2017-006 LLC Hybrid
64396,EMWD - Perris Valley RWRF
64397,EMWD - San Jacinto RWRF NEM
64398,EMWD - Sun City RWRF
64399,EMWD - San Jacinto RES BCT
64400,BYU - Hawaii
64401,CSU San Jose State University
64402,El Dorado County
64403,California State Univ at Channel Islands
64404,Mesa Carport PV
64406,EMWD - Moreno Valley RWRF
64407,Flat Ridge 3
64408,Georges River Energy
64409,Anderson (SC)
64410,Briarwood
64411,Delanco
64412,Gold Mine
64413,Schull CSG
64414,Pontiac
64415,Rockford CSG
64416,Sandoval
64417,Wilbraham
64418,Big Bear
64419,Elm Street
64420,Scribner Diesel Generation Facility
64421,Sunvestment Energy Group NY 63 LLC
64422,GSPP Onyx New Brunswick LLC
64423,TX7 Flat Top
64424,TX8 Worsham
64425,TX2 Port Lavaca
64426,Wilmot Energy Center LLC
64427,Copperton Solar Plant No. 1
64429,Amazon - Stockton - Roof (SCK1) - (CA)
64430,American Beech Solar LLC
64431,Point Beach Solar
64432,Breckenridge Solar
64433,Black Rock Wind
64434,Rounseville Solar
64435,Town of Ware - Canadian Tree(CSG)
64436,Wilmarth Solar
64437,Dresser Hill CSG
64438,Vallecitos Water District
64439,"Pine Road Solar, LLC CSG"
64440,White Plains Hospital Medical Center
64441,Valencia 3
64442,Mt Pleasant Community Center
64443,Golden Solar
64444,City of Paris Solar
64445,"County of Dutchess, NY (Airport)"
64446,Arlington Microgrid
64447,Brazoria West
64448,Wythe County Solar
64450,"Grissom Solar, LLC"
64451,Rosemond Solar Community Solar
64452,Calhoun County Solar Project
64453,Volney II
64454,"Merrimack Solar Farm, LLC"
64456,"13 Mile Solar, LLC"
64457,"Captain Solar, LLC"
64458,"Coldwater Solar, LLC"
64459,"Geddes 1 Solar, LLC"
64460,"Jack Francis Solar, LLC"
64461,"May Shannon Solar, LLC"
64462,"Stoneheart Solar, LLC"
64463,"Workman Road Solar Farm, LLC"
64464,"Clendenin A Community Solar, LLC CSG"
64465,"Kern A Community Solar, LLC CSG"
64466,Lukuc B Community Solar LLC CSG
64467,"CSG Mt. Morris 2, LLC"
64468,"Tower Road Solar, LLC CSG"
64469,Wing
64470,"Interchange Solar, LLC"
64471,Byron Highway Solar
64472,Berry Road Solar
64473,Norman Solar
64476,"Swansboro Solar, LLC"
64477,"Suncaster, LLC"
64478,"1034 Catherine Lake Solar, LLC"
64479,Novel Handeland Solar LLC (CSG)
64481,Arlington Energy Center II
64482,Novel Stavem Solar LLC CSG
64483,Novel Sunnyfield Farms Solar LLC CSG
64484,Novel Schroeder Solar LLC CSG
64485,"Novel Caroline Solar, LLC CSG"
64486,Novel David Solar LLC CSG
64487,Novel Huneke Solar LLC CSG
64488,Novel Denzer Solar LLC CSG
64489,Resurgence Solar
64496,"Hendershot Solar, LLC"
64497,"Hazel Solar, LLC"
64498,"Geddes 2 Solar, LLC"
64499,"Bullhead Solar, LLC"
64500,"Angola Solar, LLC"
64502,7448 Candlewood Road
64503,Palmer Community Solar LLC CSG
64504,Medin 2 Community Solar LLC CSG
64505,Flathead Landfill to Gas Energy Facility
64506,Cokato CSG
64507,OETN1
64508,Hall Solar Energy Storage
64509,South River H4 Solar Energy Storage
64510,Arba Solar Energy Storage
64511,Rose Acre Solar Energy Storage
64512,Hamlet Solar Energy Storage
64513,Wake RJ3 Solar Energy Storage
64514,Ludie Brown Solar Energy Storage
64515,Stamford Health
64516,Lowe Solar Energy Storage
64517,Department of Justice
64518,CA Institute for Women
64519,Centinela State Prison
64520,Spencer Meadow Solar Energy Storage
64521,Calipatria State Prison
64522,Old Cedar Solar Energy Storage
64523,Atascadero State Hospital
64524,SoCore Clovis 1
64525,Troupsburg
64526,Raboth - Marion Drive
64527,Flatwood Farm
64528,Gambit Energy Storage - Angleton Storage
64529,Golden Triangle
64530,Woodville Solar (CSG)
64532,Norton
64533,Fort Green Solar Power Plant
64534,Darien Solar
64535,Camden Solar LLC
64538,Corazon Energy LLC
64542,Coxsackie Solar
64544,Ranchland Wind Project II
64545,Ranchland Wind Storage
64546,Wynwood Energy Storage
64547,Turtle Creek
64548,Standing Bear Lake
64549,"Smithfield Solar Farm, LLC"
64551,Ranchland Wind Project I
64552,Downtown Generation Plant
64553,Riverstart Solar Park LLC
64554,Bright Field Solar LLC(CSG)
64555,Bright Oak Solar LLC(CSG)
64556,Bright Hill Solar LLC(CSG)
64557,River Valley LLC (NY) (CSG)
64559,Wallingford Solar
64560,Tioga Solar South(CSG)
64561,Tioga Solar North(CSG)
64562,Washingtonville(CSG)
64563,Novel Stein Solar LLC CSG
64564,Arlington Energy Center III
64565,Apalachicola
64566,"Central Line Solar, LLC"
64567,"Cement City Solar, LLC"
64568,"Letts Creek Solar, LLC"
64569,Arnold Cochran
64570,Columbia Substation
64571,Coody Cochran
64572,Dudley
64573,Joe Jenny
64574,Westport Community Solar Garden
64575,Mendon
64577,Minisink CSG
64578,Slate Hill(CSG)
64579,Broadway 2 - UC Riverside
64580,Broadway 2 - Tucson Phase II
64581,"Pullman Solar, LLC"
64582,Shawnee - GA
64583,Westberry Jesup
64584,Fountain Folkston
64585,Harris Shiloh
64586,Polk Cedartown
64587,Dover (MA)
64588,Adirondack A+B Community Solar Garden
64589,Westport B Community Solar Garden
64590,O'Brien Solar Fields
64591,"El Algodon Alto Wind Farm, LLC"
64592,3 MW LLC
64593,Bellisario Solar 1
64594,Bellisario Solar 2
64595,Bellisario Solar 3
64600,Prologis L.P
64601,County of San Diego COC Hybrid
64602,"Kirby Road Solar, LLC"
64603,"TPE King Solar Holdings1, LLC (CSG)"
64604,MNCPPC Randall Farm
64605,"TPE Hopkins Solar Holdings1, LLC"
64606,Burns Solar One LLC
64607,MC6 Hydro Facility
64608,"Hostetter Solar One, LLC"
64610,Amazon MDW6 Solar Project
64611,SEPV Sierra
64612,Kearny North Energy Storage
64614,Kearny South Energy Storage
64617,Kearsarge William Way
64618,Kearsarge Haverhill
64619,Kearsarge Upper Union
64620,Kearsarge Montague BD(CSG)
64622,Diamond H Dairy Power
64623,Freeborn Wind Farm
64624,Hudson - High Desert Hybrid
64627,Blodgett Solar CSG
64628,Slidematic at Rockford
64629,JM Huber at Quincy
64630,"Rabbitbrush Solar, LLC"
64631,Jamison Solar (FL)
64633,Rexford Solar Farm
64635,"Big Plain Solar, LLC"
64636,Big Rock Solar Farm
64637,Big River Solar
64638,"Borderlands Wind, LLC"
64639,TG East
64640,Hot Springs Energy Storage & Microgrid
64641,Big Bend II Solar
64642,P52ES 1755 Henryton Rd Phase 1 LLC CSG
64643,P52ES 1755 Henryton Rd Phase 2 LLC
64644,White Marsh Solar
64645,Mason Solar One LLC
64646,Pittman Solar One LLC
64647,"Bulldog Solar One, LLC"
64648,Pivot Solar 4 LLC (CSG)
64649,Pivot Solar 1 LLC (CSG)
64650,Pivot Solar 14 LLC (CSG)
64651,Pivot Solar 2 LLC (CSG)
64652,Pivot Solar 15 LLC (CSG)
64653,Pivot Solar 7 LLC (CSG)
64654,Pivot Solar 3 LLC (CSG)
64655,Pivot Solar 8 LLC (CSG)
64656,AES West Oahu Solar Hybrid
64657,Magnolia Solar
64660,"AEUG Union Solar, LLC"
64661,Heartland Divide II
64662,"Sac County Wind, LLC"
64663,WLWPCF Cogeneration Facility
64664,"Clark Road Solar 1, LLC"
64665,Great Prairie Wind
64672,"Blue Jay Solar I, LLC"
64673,Acton
64674,Van Buren
64675,Naples
64676,Lake Herman
64677,Ryland Road Solar
64678,Windsor Hwy 17 Solar
64679,"Hamlin Solar 1, LLC"
64680,"Clifton Park Solar 1, LLC"
64681,"Clifton Park Solar 2, LLC"
64682,Adams
64683,"Oak Trail Solar, LLC"
64686,Orangeville Storage
64687,Van der Hoek Solar Array/ Dairy
64688,Plymouth Wind
64689,MD - PR97 (CSG)
64690,Todd Solar
64692,Fredonia Solar LLC
64693,Dos Palos
64695,Angel Fire Energy Facility
64696,"Dunstable Solar 1, LLC"
64697,Swan Garden
64698,"Blue Prairie Solar, LLC"
64700,"El Dorado Solar, LLC"
64701,LeConte Energy Storage
64702,"Stanly Solar, LLC"
64705,Fairhaven MA 2
64706,Acushnet MA 1
64707,Acushnet MA 2 (CSG)
64708,"Santee Solar Partners, LLC"
64709,CL-Viaduct LLC
64710,White Mesa Wind
64711,UN-School House LLC
64712,Sanborn BESS 1
64713,Sanborn BESS 2
64714,Rice Lake Solar Array
64715,Dusenberry
64716,Knapp East (CSG)
64717,Main Rd Community Solar
64718,Redman North Community Solar
64719,Glenmere Lake
64720,Knapp West(CSG)
64721,Rowe (CSG)
64722,Redman South Community Solar
64723,Alton Road Solar
64724,Townline Community Solar
64725,Williams Rd
64726,West Haydenville PJ Community Solar
64727,Brookwood Drive Community Solar
64728,Novel Froehle Solar LLC
64729,Novel Milbradt Solar LLC
64730,IL17021 Brush Creek I CSG
64731,Maple(CSG)
64732,Segunda II (CSG)
64733,Woodlawn II (CSG)
64734,Dodds (CSG)
64735,Olmstead II CSG
64736,Wolfcastle
64738,Holliday Creek Solar
64739,"Elektron Solar, LLC"
64740,"Castle Solar, LLC"
64741,Morgan Solar 1 CSG
64742,Morgan Solar 1b CSG
