plant_code,plant_name
10421,Dillon Hydro Plant
10422,Williams Fork Hydro Plant
10423,North Fork Hydro Plant
10424,Gross Hydro Plant
10425,"USG Paper, LLC - Orange Mill"
10426,Inland Paperboard Packaging Rome
10427,New-Indy Ontario Mill
10430,Anheuser-Busch St Louis
10431,Anheuser-Busch Jacksonville
10434,Mosaic New Wales Operations
10435,Camden Resource Recovery Facility
10436,ExxonMobil Baytown Refinery
10437,Sunray 2
10438,Sunray 3
10439,SEGS III
10440,SEGS IV
10441,SEGS V
10442,SEGS VI
10443,SEGS VII
10444,"Lockhart Solar PV, LLC"
10446,SEGS IX
10453,LAC Courte Oreilles Hydroelect
10458,Muck Valley Hydroelectric
10464,ReEnergy Black River
10466,Wisconsin Rapids Paper Mill
10467,Fourth Branch Hydroelectric Facility
10469,Bear Canyon Power Plant
10471,Spadra Landfill Gas to Energy
10472,Puente Hills Energy Recovery
10475,Expander Turbine
10476,Whiting Mill
10477,Wisconsin Rapids Pulp Mill
10478,Pitchess Cogen Station
10479,Mammoth G3
10480,Mammoth G1
10481,Mammoth G2
10485,"RG Steel Sparrows Point, LLC"
10486,Boise Cascade International Falls
10487,International Falls Power
10488,DeRidder Mill
10490,Upper Beaver Falls Project
10491,Mead Rumford Cogen
10493,Rumford Falls Hydro Facility
10494,Sheldon Springs Hydroelectric
10495,Rumford Cogeneration
10496,Kern River Cogeneration
10498,Klein Tools Chicago
10501,Mid-Set Cogeneration
10502,Thermal Energy Development Part LP
10503,Wheelabrator Hudson Falls
10504,Amalgamated Sugar Twin Falls
10511,Finch Paper
10515,Oilseed Plant
10519,Milton Hydro
10520,Dayton Hydro
10521,Lederle Laboratories
10523,Benton Falls Associates
10525,Craven County Wood Energy LP
10526,Dodge Falls Associates
10530,Feeder Dam Hydro Plant
10531,Beebee Island Hydro Plant
10532,Grand River
10538,Dexter Plant
10539,Theresa Plant
10540,Diamond Island Plant
10544,Hailesboro 4 Plant
10545,Copenhagen Plant
10546,Beaver Valley Patterson Dam
10547,Pyrites Plant
10548,San Jose Cogeneration
10549,Al Turi
10550,High Shoals Hydro (NC)
10553,Anderson Power Products Division
10554,Formosa Utility Venture Ltd
10555,Brassua Hydroelectric Project
10556,Boott Hydropower
10560,Jesup Plant
10562,Fernandina Plant
10566,Chambers Cogeneration LP
10567,Algonquin Windsor Locks
10568,Port Arthur Texas Refinery
10569,Big Spring Texas Refinery
10570,Errol Hydroelectric Project
10586,Cameron Ridge LLC
10593,Agrilectric Power Partners Ltd
10597,Ridgetop Energy LLC
10600,MVUT
10601,Tesoro Wilmington Calciner
10603,Ebensburg Power
10604,Hawaiian Comm & Sugar Puunene Mill
10605,Brunswick Cellulose
10606,Georgia-Pacific Crossett LLC
10608,Gilman Mill
10610,Georgia-Pacific Monticello Paper
10611,Georgia-Pacific Palatka Operations
10612,Georgia-Pacific Port Hudson
10613,"Woodland Pulp, LLC"
10617,CH Resources Beaver Falls
10620,Carthage Energy LLC
10621,CH Resources Syracuse
10623,Civic Center
10627,Pine Bluff Mill
10629,Wheelabrator Baltimore Refuse
10631,CE Leathers
10632,Del Ranch Company
10633,Hopewell Cogeneration
10634,Elmore Company
10635,"Corona Energy Partners, Ltd"
10638,Pasadena
10640,Stockton Cogen
10641,Cambria Cogen
10642,Covanta Hempstead
10643,Covanta Essex Company
10646,Covanta Southeastern Connecticut Company
10648,Olinda Landfill Gas Recovery Plant
10649,Bear Mountain Limited
10650,Badger Creek Limited
10652,Burney Forest Products
10655,Iowa Methodist Medical Center
10656,French Paper Hydro
10661,Collins Pine Project
10670,AES Deepwater
10671,River Valley
10672,Cedar Bay Generating Company LP
10673,AES Hawaii
10675,AES Thames
10676,AES Beaver Valley Partners Beaver Valley
10678,AES Warrior Run Cogeneration Facility
10682,Brush Generation Facility
10684,Argus Cogen Plant
10685,Westend Facility
10686,Rapids Energy Center
10687,Black River Hydro Associates
10690,ExxonMobil Baton Rouge Turbine Generator
10692,ExxonMobil Baytown Turbine
10693,Eastern Correctional Institute
10694,Pepperell Hydro Power Plant
10697,St Francisville Mill
10698,Graphic Packaging
10699,Georgia-Pacific Consr Prods LP-Naheola
10700,Red Shield Envir Old Town Facility
10706,Burney Creek
10707,Cove Hydroelectric
10708,Lost Creek I
10709,Ponderosa Bailey Creek
10718,Karen Avenue Wind Farm
10720,Kyocera International Inc.(San Diego)
10722,Jackson County Resource Recovery
10725,Selkirk Cogen
10726,Masspower
10728,Barker Lower
10729,Cargill Corn Wet Milling Plant
10731,Koppers Susquehanna Plant
10733,Santa Maria Cogen Plant
10735,Barber Dam
10737,Sprague Hydro
10738,Northwind Energy
10739,Hoge Lumber
10740,Magic Dam Hydroelectric Project
10741,Clear Lake Cogeneration Ltd
10743,Morgantown Energy Facility
10745,Midland Cogeneration Venture
10746,Covanta Delaware Valley
10748,Marina Landfill Gas
10751,Camden Plant Holding LLC
10752,Lachute Hydro Lower
10753,Lachute Hydro Upper
10755,Rifle Generating Station
10759,Salton Sea Power Gen Co - Unit 3
10761,Las Vegas Generating Station
10763,Ormesa III
10764,Blue Lake Power LLC
10765,Indeck Jonesboro Energy Center
10766,Indeck West Enfield Energy Center
10767,Rio Bravo Fresno
10768,Rio Bravo Jasmin
10769,Rio Bravo Poso
10771,Hopewell Power Station
10772,Rio Bravo Rocklin
10773,Altavista Power Station
10774,Southampton Power Station
10776,E F Oxnard Energy Facility
10777,HL Power
10781,Koyle Ranch Hydroelectric Project
10784,Colstrip Energy LP
10787,Piedmont Hydro Power Project
10789,Sabine River Operations
10790,Victoria Texas Plant
10795,Camden South Carolina
10798,Fries Hydroelectric Project
10799,Pelzer Upper
10800,Pelzer Lower
10801,Ware Shoals Hydro Project
10802,Lowell Cogeneration Company LP
10805,Kenilworth Energy Facility
10806,Crystal Springs
10807,Dietrich Drop
10808,Low Line Rapids
10809,Rock Creek II
10810,NTC/MCRD Energy Facility
10811,Naval Station Energy Facility
10812,North Island Energy Facility
10815,Difwind Farms Ltd VII
10817,Port Leyden Hydroelectric Project
10819,Ada Cogeneration LP
10820,Aliso Water Management Agency
10822,Grayling Generating Station
10823,Deer Island Treatment Plant
10824,Oakdale Power Station
10825,Cosgrove Intake and Power Station
10836,Woodland Biomass Power Ltd
10837,Covanta Mendota
10838,"NE Renewable Springfield, LLC"
10839,"NE Renewable Whitefield, LLC"
10840,Covanta Delano Energy
10848,Walden
10849,Silver Bay Power
10850,Mojave Cogen
10853,Center Falls
10855,Cargill Corn Milling Division
10860,Archer Daniels Midland Clinton
10861,Archer Daniels Midland Des Moines
10862,Archer Daniels Midland Lincoln
10863,Archer Daniels Midland Mankato
10864,Archer Daniels Midland Cedar Rapids
10865,Archer Daniels Midland Decatur
10866,Archer Daniels Midland Peoria
10867,Primient Decatur Plant Cogen
10869,Biomass One LP
10870,Hazelton
10872,Kings Falls Hydroelectric
10873,Coso Finance Partners
10874,Coso Power Developers
10875,Coso Energy Developers
10878,Salton Sea Power Gen Co - Unit 1
10879,Salton Sea Power Gen Co - Unit 2
10880,Bidwell Ditch Project
10881,Roaring Creek Water Power
10882,Hatchet Creek Project
10883,Medical Area Total Energy Plant
10884,Olive View Medical Center
10902,Victory Mills
10903,Lockport Powerhouse
50001,Altamont Midway Ltd
50002,Pittsfield Generating LP
50003,Chalk Cliff Limited
50006,Linden Cogen Plant
50010,Glen Ferris Hydro
50011,Hawks Nest Hydro
50024,HGST San Jose Standby Generator
50026,Corpus Refinery
50028,Plant 31 Paper Mill
50031,Mt Ida Hydroelectric
50034,Valley Falls Hydroelectric Facility
50035,MMWAC Resource Recovery Facility
50036,New Martinsville Hannibal Hydro
50037,Rio Bravo Hydro Project
50039,Kline Township Cogen Facility
50041,Norton Powerhouse
50043,Houston Chemical Complex Battleground
50047,International Paper Jay Hydro
50049,Humboldt Sawmill Company
50051,Eagle Point Energy Center
50054,Rice University
50060,Brown Station Road Plant I
50061,San Diego State University
50062,San Joaquin Cogen
50064,University of California Santa Cruz
50066,Calistoga Power Plant
50067,Borger Plant
50068,Sierra Power
50071,Palm Beach Renewable Energy Facility 1
50074,Marcus Hook Refinery Cogen
50076,Santa Felicia Dam
50077,Waste Energy Services
50079,Goodyear Lake Plant
50080,Otis Hydro
50081,International Paper Riley Hydro
50082,International Paper Livermore Hydro
50087,Univ of Massachusetts Medical Center
50088,University of Northern Iowa
50089,Univ of San Francisco Cogen
50091,Sheep Creek Hydro
50093,Chateaugay High Falls Hydro
50094,"Vicinity Energy Trenton, L.P."
50095,Tillotson Rubber
50099,Tamarack Energy
50101,WestRock (TX)
50103,China Mill Hydro
50104,United Cogen
50109,Paris Energy Center
50110,Sierra Pacific Burney Facility
50111,Sierra Pacific Loyalton Facility
50112,Sierra Pacific Quincy Facility
50115,US Borax
50118,Hal C Weaver Power Plant
50119,Phillips 66 Rodeo Refinery
50121,Valero Refinery Corpus Christi West
50123,Normanskill Hydro Project
50126,Ottauquechee Hydro
50127,Signal Hill Generating LLC
50129,Indian Valley Dam Hydro Project
50131,Coalinga Cogeneration
50134,Sycamore Cogeneration
50136,South Oaks Hospital
50137,Newgulf Cogen
50141,Snider Industries
50146,Imperial Savannah LP
50147,R E Badger Filtration Plant
50148,Linde Wilmington
50150,Union Carbide Seadrift Cogen
50151,Union Carbide South Charleston
50152,Dow St Charles Operations
50153,Texas City Plant Union Carbide
50156,Bear Creek (CA)
50157,Sanford Dam
50158,Edenville
50159,Secord
50160,Smallwood
50166,International Paper Woronoco Mill
50169,Wichita Plant
50170,Berry Cogen
50175,Emporia
50176,Union Falls
50177,Blackstone/Tupperware
50178,Halifax (VA)
50179,Box Canyon Dam
50180,Olsen
50184,Columbus MS
50185,Cosmo Specialty Fibers Plant
50187,Nippon Dynawave Packaging Longview WA
50188,International Paper Co. - New Bern Mill
50189,Domtar Paper Co LLC Plymouth NC
50190,Domtar Paper Company Rothschild
50191,IP Springfield Oregon
50192,International Paper Valliant OK
50200,B Braun Medical
50201,"Multitrade Rabun Gap, LLC"
50202,WPS Power Niagara
50203,US Gypsum Oakfield
50205,Williams Ignacio Natural Gas Plant
50206,Vallecito Hydroelectric
50208,"NE Renewable Bethlehem, LLC"
50210,Vulcan-BN Geothermal Power Company
50215,York County Resource Recovery
50216,Watson Cogeneration
50218,Woodward Power Plant
50219,Frankenheimer Power Plant
50223,Nelson Creek
50224,Oxnard Wastewater Treatment Plant
50225,Regional Waste Systems
50228,Rocky Brook Hydroelectric
50229,Texas Petrochemicals
50230,Robbins Lumber
50231,SDS Lumber Gorge Energy Division
50233,San Dimas Wash Generating Station
50234,San Antonio Regional Hospital
50240,Purdue University
50241,Tenet Hospital
50242,VC Porterdale Hydroelectric
50243,Bucksport Generation LLC
50244,Canton North Carolina
50245,International Paper Courtland Mill
50247,Smart Papers LLC
50250,International Paper Pensacola
50251,Billerud Quinnesec Mill
50252,Sartell Dam
50254,KapStone Kraft Paper Corp
50260,Corewell Health Dearborn Campus
50261,New Lahontan
50267,Redlands Water & Power
50268,Hewittville Hydroelectric
50269,Unionville Hydro Project 2499 NY
50270,ExxonMobil Santa Ynez Facility
50271,New Hanover County WASTEC
50273,Pioneer Valley Resource Recovery
50274,Simplot Leasing Don Plant
50275,Park 500 Philip Morris USA
50276,Wintec Energy Ltd
50277,ReEnergy Chateaugay Power Station
50278,Worumbo Hydro Station
50279,Archbald Power Station
50280,Dahowa Hydro
50281,San Gorgonio Farms Wind Farm
50282,Luke Mill
50284,American Eagle Paper Mills
50285,Lower Village Water Power Project
50290,SEMASS Resource Recovery
50292,Bethpage Power Plant
50293,Wadham Energy LP
50296,Packaging Corp of America
50298,Wheelabrator Lassen
50299,AltaGas Ripon Energy Inc.
50300,VESI Pomona
50304,Shell Deer Park
50305,Alpena Cement Plant
50307,University of Oklahoma
50308,Utility Plants Section
50310,Standby Generation Plant
50311,Passaic Valley Water Commission
50312,Pembroke Hydro
50315,Chasm Hydro Partnership
50316,Bunge North America East LLC
50318,Par Sterile Products
50322,Site 980 65
50323,Marco Ranch
50324,Newfound Hydroelectric
50326,Nalco
50328,Byllesby
50329,West Point Treatment Plant
50333,Gay Robinson
50337,Mooseheart Power House
50341,PCS Nitrogen Fertilizer LP
50348,Oceanside Energy
50350,Forks of Butte Hydro Project
50351,Rolfe Canal Hydro
50352,Nacimiento Hydro Project
50353,Penacook Lower Falls
50354,Newport Hydro
50359,Sloss Industries Corp
50360,Michell Butte Power Project
50361,Owyhee Dam Power Project
50362,Tunnel 1 Power Project
50365,Ridgewood Providence Power
50366,University of Notre Dame
50368,Cornell University Central Heat
50371,"The Mosaic Company, Plant City Facility"
50373,Paxton Creek Cogeneration
50375,East Portal Generator
50380,Upriver Dam Hydro Plant
50382,Twin Reservoirs
50384,Gregg Falls
50385,Newark Bay Cogeneration Project
50386,Windland
50388,Phillips 66 Carbon Plant
50389,Port Allen (LA)
50392,Eielson AFB Central Heat & Power Plant
50393,Friant Hydro Facility
50395,Georgia-Pacific Corp - Nekoosa Mill
50396,Dillard Complex
50397,P H Glatfelter
50398,International Paper Savanna Mill
50400,Sand Bar Power Plant
50404,BP Chemicals Green Lake Plant
50406,Somerset Plant
50407,Mobile Energy Services LLC
50408,Park Mill
50409,Menominee Mill Marinette
50410,Chester Operations
50411,Rutgers Biomedical and Health Cogen
50413,Olmsted Waste Energy
50414,Penacook Upper Falls Hydro
50416,Tannery Island Power
50419,Ware Energy
50421,Orchard Avenue 1
50423,Cowiche
50424,Duluth Paper Mill
50425,Kraft Foods Atlantic Gelatin
50426,Warm Springs Forest Products
50427,Bronx Zoo
50431,University of Michigan
50433,Ada Dam
50435,Sugarloaf Hydro Plant
50436,Cascade Dam (MI)
50437,French Landing Dam
50439,Oconto Falls Lower
50447,S D Warren Westbrook
50449,Indeck Silver Springs Energy Center
50450,Indeck Oswego Energy Center
50451,Indeck Yerkes Energy Center
50456,Procter & Gamble Cincinnati Plant
50458,Indeck Corinth Energy Center
50461,Cheboygan
50463,Procter & Gamble Mehoopany Mill
50464,Oxnard
50465,Flint River Operations
50466,Buckeye Florida LP
50468,Rocky Mount Mill
50472,Reworld Niagara I
50473,Suwannee River Chemical Complex
50474,Swift Creek Chemical Complex
50475,Corpus Christi
50476,Packaging of America Tomahawk Mill
50479,Georgia-Pacific Big Island
50481,Tennessee Eastman Operations
50482,Clewiston Sugar House
50485,Altech III
50487,PPG Powerhouse A
50488,PPG Riverside
50489,PPG Powerhouse C
50490,PPG Plant C Caustic
50491,Axiall Natrium Plant
50492,Gas Utilization Facility
50493,Double C Generation Limited Partnership
50494,Kern Front Limited
50495,High Sierra Limited
50497,Bayonne Cogen Plant
50498,Capitol District Energy Center
50509,PCS Phosphate
50512,Glen Park Hydroelectric Project
50513,Stillwater Reservoir Hydro
50514,Fort Miller Hydroelectric Facility
50530,Equilon Los Angeles Refining
50532,Victory Garden (Tehachapi)
50533,Painted Hills Wind Park
50534,Santa Clara (85C)
50535,Mesa Wind Power LLC
50536,Sky River Wind Energy Center
50537,SRI International Cogen Project
50539,Boltonville Hydro Associates
50540,BP Carson Refinery
50541,Harbor Cogen
50544,Port Townsend Paper
50545,Lawrence Hydroelectric Associates
50546,Bowman
50552,Salka Cabazon Wind
50553,Edom Hills Project 1 LLC
50555,Rosemary Power Station
50558,Frontier
50560,Pacific-Ultrapower Chinese Station
50561,Eagle Point Power Generation
50563,Settlers Hill Gas Recovery
50564,New Milford Gas Recovery
50565,Monroe Livingston Gas Recovery
50566,Milam Gas Recovery
50568,High Acres Gas Recovery
50569,DFW Gas Recovery
50570,Chestnut Ridge Gas Recovery
50571,Altamont Gas Recovery
50572,CSL Gas Recovery
50573,CID Gas Recovery
50575,Lake Gas Recovery
50576,Metro Gas Recovery
50577,Omega Hills Gas Recovery
50578,Stowe Power Production Plant
50610,Saint Johns Health Center
50611,Westwood Generation LLC
50612,McKittrick Limited
50614,Mosinee Mill
50620,Park Falls Industrial Management
50621,Central Power Plant
50622,Berry Cogen Tanne Hills 18
50623,Gaviota Oil Plant
50624,"Torrance Refining Company, LLC"
50625,ExxonMobil Beaumont Refinery
50626,Chalmette Refining LLC
50627,ExxonMobil Oil Joliet Refinery
50628,Paulsboro Refinery
50629,Covanta Lake County Energy
50630,Covanta Marion Inc
50632,Covanta Stanislaus Energy
50633,Mosaic Co Bartow Facility
50636,Brainerd Public Utilities
50637,Clearwater Paper IPP Lewiston
50638,Clearwater Paper APP CB
50639,Sappi Cloquet Mill
50640,Warren Lumber Mill
50647,Covanta Indianapolis Energy
50648,Covanta Bristol Energy
50649,Reworld Babylon Inc
50650,ReEnergy Stratton LLC
50651,Syracuse Energy
50652,Lyonsdale Associates
50654,Steamboat Hills LP
50656,Huntington Resource Recovery Facility
50657,Montgomery County Resource Recovery
50658,Covanta Fairfax Energy
50660,Reworld Tulsa
50661,Covanta Haverhill
50662,Onondaga County Resource Recovery
50663,Covanta Alexandria/Arlington Energy
50664,Covanta Wallingford Energy
50666,Pasco Cnty Solid Waste Resource Recovery
50674,Municipal Cogen Plant
50676,Thermo Power & Electric
50688,Gardiner
50690,San Gorgonio Westwinds II LLC
50696,Plant No 1 Orange County
50699,Pumpkin Hill
50700,Lilliwaup Falls Generating
50702,Salmon Falls
50704,Somersworth Lower Great Dam
50707,JM Shafer Generating Station
50709,Thermo Greeley
50711,University of Alaska Fairbanks
50712,Altamont Pass Windplant
50713,Huntington Falls
50718,GeoBon II
50721,Tazewell Gas Recovery
50722,INEOS Naperville Cogeneration Plant
50724,Big Escambia Creek
50729,Clairton Works
50730,Fairfield Works
50732,Mon Valley Works
50733,Gary Works
50736,Exeter Energy LP
50739,"NE Renewable Tamworth, LLC"
50741,Pontook Hydro Facility
50743,Starrett City Cogen Facility
50744,Sterling Power Plant
50748,Agnews Power Plant
50750,Coalinga Cogeneration Facility
50751,Southeast Kern River Cogen
50752,South Belridge Cogeneration Facility
50754,Oak Creek Energy Systems I
50755,New Hogan Power Plant
50758,Pejepscot Hydroelectric Project
50759,West End Dam Hydroelectric Project
50762,Ormesa IH
50764,Ormesa IE
50765,Stillwater Facility
50766,Ormesa I
50768,Forestport
50770,National Energy of McBain
50771,Viking Energy of Northumberland
50772,National Energy of Lincoln
50774,Telogia Power
50776,Panther Creek Energy Facility
50799,Parlin Power Plant
50801,Uncasville Mill
50803,Seminole Mill
50804,Port Wentworth Mill
50805,Catalyst Paper Snowflake Mill
50806,Florence Mill
50807,WestRock Panama City Mill
50810,Westrock Hodge (LA)
50811,RockTenn Coshocton Mill
50813,Hopewell Mill
50815,"Odyssey Energy Altura Cogen, LLC"
50818,Dyer Road
50820,East Winds Project
50821,Mojave 16/17/18
50822,Mojave 17
50823,Mojave 18
50827,Twin Falls Hydro
50831,Nove Power Plant
50832,Chicopee Hydroelectric Station
50835,TES Filer City Station
50837,Southeast Resource Recovery
50846,"Atlantic Alumina, Gramercy Operations"
50849,PE Berkeley
50850,CamChino Leasing LLC
50851,CSUCI Site Authority
50852,Elmwood Park Power LLC
50858,Hillsborough County Resource Recovery
50859,Lancaster County Resource Recovery
50860,Kent County Waste to Energy Facility
50864,Sargent Canyon Cogeneration
50865,Salinas River Cogeneration
50872,Wheelabrator Claremont Facility
50873,Wheelabrator Concord Facility
50875,McKay Bay Facility
50876,Wheelabrator Norwalk Energy
50877,Wheelabrator North Andover
50878,Wheelabrator Millbury Facility
50879,Wheelabrator Frackville Energy
50880,Wheelabrator Saugus
50881,Wheelabrator Shasta
50882,Wheelabrator Westchester
50883,Wheelabrator Bridgeport
50884,Pinellas County Resource Recovery
50885,Wheelabrator Gloucester LP
50886,Spokane Waste to Energy
50887,Wheelabrator South Broward
50888,Northampton Generating Company LP
50891,El Dorado Hydro Elk Creek
50892,Rock Creek LP
50893,Allegheny No. 5 Hydro Station
50894,Allegheny No 6 Hydro Station
50895,Bypass
50896,S E Hazelton A
50897,Allegheny Hydro No 8
50898,Allegheny Hydro No 9
50900,Covington Facility
50903,Sagamore Plant Cogeneration
50904,Fox Metro Water Reclamation District
50906,Ford Utilities Center
50907,Oswego County Energy Recovery
50909,Sherman Hospital
50917,Middle Fork Irrigation District
50920,Erie Coke
50921,Co-Gen LLC
50931,Yellowstone Energy LP
50932,Des Moines Wastewater Reclamation Fac
50933,Rhinelander Mill
50935,Caterpillar
50936,Winnebago County Landfill Gas
50937,William Beaumont Hospital
50938,Galesville Project
50942,Lagoon Cogeneration Facility
50945,R & R Lumber
50949,Hardee Power Station
50951,Sunnyside Cogen Associates
50955,Rousselot Inc
50956,Bowater Newsprint Calhoun Operation
50960,Union County Resource Recovery
50961,Slate Creek
50963,Naval Hospital Medical Center
50964,Amedee Geothermal Venture I
50965,Toledo Ref Power Recovery Train
50966,Bellmeade Power Station
50969,MU Combined Heat and Power Plant
50971,Tropicana Products Bradenton
50972,Marsh Valley Development
50973,Motiva Enterprises Port Arthur Refinery
50974,Scrubgrass Reclamation CO. LP.
50976,Indiantown Cogeneration LP
50978,Carr Street Generating Station
50980,Siphon Power Project
50985,Solano County Cogen Plant
50987,Rock Creek I
50989,Ingersoll Milling Machine
50990,Marathon Electric
50993,Co-Gen II LLC
50997,Gallup Refinery
50999,Aziscohos Hydroelectric Project
51008,Enterprise Sugar Factory
51026,"Ryegate Associates, LLC"
51030,Ocean State Power
51033,West Delaware Tunnel Plant
51034,Little Falls Hydro
51035,Hofstra University
51038,MacArthur Waste to Energy Facility
52006,LaO Energy Systems
52007,Mecklenburg Power Station
52010,Lee County Solid Waste Energy
52015,Dixie Valley
52017,Menominee Acquisition
52019,Doswell Energy Center
52021,ITT Cogen Facility
52024,Rhode Island Hospital
52026,Dartmouth Power Associates LP
52028,Puna Geothermal Venture I
52031,Alliance Refinery
52033,Moretown Generating Station
52034,Bunge Oil
52036,Yough Hydro Power
52039,Quail Creek Hydro Plant #1
52048,Vanderbilt University Power Plant
52049,Clifton Dam 3 Power Station
52051,I 95 Municipal Landfill Phase I
52054,Rapidan Hydro Facility
52056,Nassau Energy Corp
52057,Herkimer
52058,Ogdensburg
52061,Hartford Hospital Cogeneration
52063,Martinez Sulfuric Acid Regeneration Plt
52064,Dominguez Plant
52065,Houston Plant
52068,Great Falls Hydro Project
52069,Point Comfort Operations
52071,Sandow No 5
52072,Radford Army Ammunition Plant
52073,UCLA So Campus Cogen Project
52076,McKittrick Cogen
52077,Lost Hills Cogeneration Plant
52078,North Midway Cogen
52080,Concord Cogen
52081,Cymric 31X Cogen
52082,Cymric 6Z Cogen
52083,Coalinga 6C Cogen
52085,Taft 26C Cogen
52086,Coalinga 25D Cogen
52087,Elizabeth River Power Station
52088,Texas City Power Plant
52089,Celanese Acetate LLC
52091,NewYork-Presbyterian Brooklyn Methodist
52096,Berry Placerita Cogen
52099,Plant No 2 Orange County
52104,Cymric 36W Cogen
52105,Richmond Refinery TG800
52106,Philadelphia Refinery
52107,Kern River Eastridge Cogen
52108,Valero Energy Port Arthur Refinery
52109,Richmond Cogen
52115,Ingredion Stockton
52118,Multitrade of Pittsylvania LP
52120,Freeport Energy
52122,Wasson CO2 Removal Plant
52127,Elk Basin Gasoline Plant
52130,Whiting Refinery
52132,Power Station 4
52133,Tesoro Mandan Cogeneration Plant
52138,Steamboat 1A Power Plant
52140,International Paper Prattville Mill
52142,Mojave 3/4/5
52143,Mojave 3
52144,Mojave 5
52147,CP Kelco San Diego Plant
52148,Elkton
52149,West Point (PA)
52151,Sylvamo Corporation Eastover Facility
52152,International Paper Franklin Mill
52155,Lacomb Irrigation District
52158,Aidlin Geothermal Power Plant
52160,Victory Garden Phase IV
52161,Terra-Gen 251 Wind LLC
52162,85 A
52163,85 B
52165,Helzel & Schwarzhoff 88 Wind Farm
52166,Collins Facility
52168,Riverbay
52169,Midway Sunset Cogen
52171,Upper Barker
52173,Conemaugh Hydro Plant
52174,Soda Lake Geothermal No I II
52175,CITGO Refinery Powerhouse
52176,C R Wing Cogen Plant
52184,Tesoro Kenai Cogeneration Plant
52186,Yuba City Cogen Partners
52187,Falls Creek
52193,Delaware City Plant
52204,"Otay Landfill Gas, LLC"
54004,"WestRock Southeast, LLC."
54006,Broadwater Power Project
54015,MM West Covina
54017,San Gabriel Hydro Project
54033,Wheelabrator North Broward
54034,Rensselaer Cogen
54035,Roanoke Valley Energy Facility I
54038,Geo East Mesa II
54041,Lockport Energy Associates LP
54044,University of Illinois Cogen Facility
54045,Wythe Park Power Petersburg Plant
54056,Pawtucket Power Associates
54057,Riverview Energy Systems
54076,Indeck Olean Energy Center
54081,Spruance Operating Services LLC
54085,Androscoggin Mill
54087,International Paper Georgetown Mill
54091,Mansfield Mill
54096,International Paper Riverdale Mill
54097,International Paper Texarkana Mill
54098,Kaukauna Paper Mill
54099,Ticonderoga Mill
54100,International Paper Vicksburg Mill
54101,Georgia-Pacific Cedar Springs
54103,Port Edwards Mill
54104,Ashdown
54111,Second Imperial Geothermal
54114,Kennedy International Airport Cogen
54123,Mechanic Falls
54124,Pittsfield Hydro
54131,World Generation X
54134,Great Lakes Hydro America - ME
54142,Hillcrest Pump Station
54144,Piney Creek Project
54148,Hydro Kennebec Project
54149,Stony Brook Cogen Plant
54201,Iowa State University
54203,Mississippi Baptist Medical Center
54207,Clevelandcliffs Warren
54210,American Crystal Sugar Hillsboro
54211,American Crystal Sugar Moorhead
54212,American Crystal Sugar Crookston
54213,American Crystal Sugar Drayton
54214,American Crystal Sugar East Grand Forks
54216,U S Alliance Coosa Pines
54219,Burney Mountain Power
54224,Franklin Heating Station
54225,Gillette SBMC
54228,Erving Paper Mills
54235,Rittman Paperboard
54236,Pfizer Groton Plant
54238,Stockton Biomass
54239,Naval Submarine Base Kings Bay
54240,Louisiana Tech University Power Plant
54249,Smith Falls Hydro Project
54250,Newman (PA)
54251,Opal Springs Hydro
54258,Westwind Trust
54261,Warm Springs Hydro Project
54262,Saint Marys Hospital Power Plant
54267,Koma Kulshan
54268,HF Sinclair Puget Sound Refining
54271,Saguaro Power
54276,Univ of NC Chapel Hill Cogen Facility
54281,Interstate Paper LLC Riceboro
54283,Lee Creek Water Treatment Facility
54285,Hastings City Hydroelectric
54286,Rolls Royce
54290,Inforum
54291,Sherwin Alumina
54294,West Group Data Center
54296,Biola University Hybrid
54298,Coram Energy LLC (ECT)
54299,Coram Energy LLC
54300,Coram Energy LLC (4.5MW)
54301,Colebrook Hydroelectric
54302,Goodwin Hydroelectric
54304,Birchwood Power
54305,Westward Seafoods
54306,Wilson Lake Hydroelectric Project
54308,Three Forks Water Power Project
54310,Galesburg
54316,Archer Daniels Midland Southport
54318,General Chemical
54321,Goodyear Beaumont Chemical Plant
54322,Sibley Mill
54323,CNN Center
54324,Ocean State Power II
54327,Toyon Power Station
54330,Westhollow Technology Center
54333,Bucknell University
54335,Morton Salt Rittman
54337,Energy Center San Diego
54338,Rio Grande Valley Sugar Growers
54340,Norway Point Hydropower Project
54341,Four Mile Hydropower Project
54342,Ninth Street Hydropower Project
54343,Terminus Hydroelectric Project
54347,Howard F Curren Advncd Wastewater Plant
54349,Nevada Cogen Associates 2 Black Mountain
54350,Nevada Cogen Assoc#1 GarnetVly
54355,Chace Mill Winooski One
54358,Clearwater Paper Corporation - Augusta
54360,Fuyao Glass Illinois Inc.
54363,"Shelby, NC"
54364,Works 4
54365,Orange Cogeneration Facility
54371,Oildale Cogen
54372,University of Colorado
54373,Southbridge Energy Center LLC
54374,Sinclair Oil Refinery
54384,EHC West Hopkinton
54385,Kinneytown New Old
54386,Little Wood Hydro Project
54387,Weeks Falls
54391,Alice Falls Hydro Project
54392,BJ Gas Recovery
54394,Dry Creek Project
54395,Stillwater Hydro Electric Project
54406,Capitol Heat and Power
54407,Waupun Correctional Central Heating Plt
54408,UW Madison Charter Street Plant
54409,Dartmouth College Heating Plant
54410,Western Power & Steam Inc
