Region,State,Sector,Type,Plant / Project name,Unit / Phase name,GEM unit/phase ID,Status,units combined,DGR plant name,DGR unit,Notes
ER,West Bengal,Private,coal,Southern CESC power station,Phase B Unit 2,G100000109551,,,SOUTHERN REPL. TPS,Unit 2,
NR,Uttarakhand,Private,oil/gas,Kashipur Sravanthi power station,2,G100000408624,,COMBINED,SRAVANTHI CCPP,,
ER,Odisha,Private,coal,Jharsuguda Sterlite power station,Unit 1,G100000105048,,,STERLITE TPP,Unit 1,
ER,Odisha,Private,coal,Jharsuguda Sterlite power station,Unit 2,G100000105049,,,STERLITE TPP,Unit 2,
WR,Gujarat,Private,oil/gas,Sugen Combined Cycle power plant,1,G100000401445,,COMBINED,SUGEN CCPP,,
WR,Gujarat,Private,coal,Surat Lignite Power Plant,Unit 1,G100000109726,,,SURAT LIG. TPS,Unit 1,
WR,Gujarat,Private,coal,Surat Lignite Power Plant,Unit 2,G100000109727,,,SURAT LIG. TPS,Unit 2,
WR,Gujarat,Private,coal,Surat Lignite Power Plant,Unit 3,G100000109728,,,SURAT LIG. TPS,Unit 3,
WR,Gujarat,Private,coal,Surat Lignite Power Plant,Unit 4,G100000109729,,,SURAT LIG. TPS,Unit 4,
NR,Rajasthan,State,coal,Suratgarh Super Thermal Power Station,Unit 7,G100000109739,,,SURATGARH STPS,Unit 7,
NR,Rajasthan,State,coal,Suratgarh Super Thermal Power Station,Unit 8,G100000109740,,,SURATGARH STPS,Unit 8,
