Region,State,Sector,Type,Plant / Project name,Unit / Phase name,GEM unit/phase ID,Status,units combined,DGR plant name,DGR unit,Notes
NR,Rajasthan,State,coal,Suratgarh Super Thermal Power Station,Unit 1,G100000109732,,,SURATGARH TPS,Unit 1,
NR,Rajasthan,State,coal,Suratgarh Super Thermal Power Station,Unit 2,G100000109734,,,SURATGARH TPS,Unit 2,
NR,Rajasthan,State,coal,Suratgarh Super Thermal Power Station,Unit 3,G100000109735,,,SURATGARH TPS,Unit 3,
NR,Rajasthan,State,coal,Suratgarh Super Thermal Power Station,Unit 4,G100000109736,,,SURATGARH TPS,Unit 4,
NR,Rajasthan,State,coal,Suratgarh Super Thermal Power Station,Unit 5,G100000109737,,,SURATGARH TPS,Unit 5,
NR,Rajasthan,State,coal,Suratgarh Super Thermal Power Station,Unit 6,G100000109738,,,SURATGARH TPS,Unit 6,
NR,Rajasthan,State,coal,Suratgarh Super Thermal Power Station,Unit 7,G100000109739,,,SURATGARH TPS,Unit 7,
NR,Rajasthan,State,coal,Suratgarh Super Thermal Power Station,Unit 8,G100000109740,,,SURATGARH TPS,Unit 8,
WR,Chhatisgarh,Private,coal,SVPL power station,Unit 1,G100000109768,,,SVPL TPP,Unit 1,
ER,Odisha,Central,coal,Talcher power station,Unit A1,G100000109889,,,TALCHER (OLD) TPS,Unit 1,
ER,Odisha,Central,coal,Talcher power station,Unit A2,G100000109890,,,TALCHER (OLD) TPS,Unit 2,
ER,Odisha,Central,coal,Talcher power station,Unit A3,G100000109891,,,TALCHER (OLD) TPS,Unit 3,
ER,Odisha,Central,coal,Talcher power station,Unit A4,G100000109892,,,TALCHER (OLD) TPS,Unit 4,
ER,Odisha,Central,coal,Talcher power station,Unit B5,G100000109893,,,TALCHER (OLD) TPS,Unit 5,
ER,Odisha,Central,coal,Talcher power station,Unit B6,G100000109894,,,TALCHER (OLD) TPS,Unit 6,
ER,Odisha,Central,coal,Talcher Kaniha Super Thermal Power Station,Stage I Unit 1,G100000109879,,,TALCHER STPS,Unit 1,
ER,Odisha,Central,coal,Talcher Kaniha Super Thermal Power Station,Stage I Unit 2,G100000109880,,,TALCHER STPS,Unit 2,
ER,Odisha,Central,coal,Talcher Kaniha Super Thermal Power Station,Stage II Unit 3,G100000109881,,,TALCHER STPS,Unit 3,
ER,Odisha,Central,coal,Talcher Kaniha Super Thermal Power Station,Stage II Unit 4,G100000109882,,,TALCHER STPS,Unit 4,
ER,Odisha,Central,coal,Talcher Kaniha Super Thermal Power Station,Stage II Unit 5,G100000109883,,,TALCHER STPS,Unit 5,
ER,Odisha,Central,coal,Talcher Kaniha Super Thermal Power Station,Stage II Unit 6,G100000109884,,,TALCHER STPS,Unit 6,
NR,Punjab,Private,coal,Talwandi Sabo Power Project,Unit 1,G100000109904,,,TALWANDI SABO TPP,Unit 1,
NR,Punjab,Private,coal,Talwandi Sabo Power Project,Unit 2,G100000109905,,,TALWANDI SABO TPP,Unit 2,
NR,Punjab,Private,coal,Talwandi Sabo Power Project,Unit 3,G100000109906,,,TALWANDI SABO TPP,Unit 3,
WR,Chhatisgarh,Private,coal,Tamnar power station,Phase 2 Unit 1,G100000109912,,,TAMNAR TPP,Unit 1,
WR,Chhatisgarh,Private,coal,Tamnar power station,Phase 2 Unit 2,G100000109913,,,TAMNAR TPP,Unit 2,
WR,Chhatisgarh,Private,coal,Tamnar power station,Phase 2 Unit 3,G100000109914,,,TAMNAR TPP,Unit 3,
WR,Chhatisgarh,Private,coal,Tamnar power station,Phase 2 Unit 4,G100000109915,,,TAMNAR TPP,Unit 4,
NR,Uttar Pradesh,Central,coal,Tanda power station,Unit 5,G100000109924,,,TANDA TPS,Unit 1,
NR,Uttar Pradesh,Central,coal,Tanda power station,Unit 6,G100000109925,,,TANDA TPS,Unit 2,
NR,Uttar Pradesh,Central,coal,Tanda power station,Unit 1,G100000109926,,,TANDA TPS,Unit 3,
NR,Uttar Pradesh,Central,coal,Tanda power station,Unit 2,G100000109927,,,TANDA TPS,Unit 4,
NR,Uttar Pradesh,Central,coal,Tanda power station,Unit 3,G100000109928,,,TANDA TPS,Unit 5,
NR,Uttar Pradesh,Central,coal,Tanda power station,Unit 4,G100000109929,,,TANDA TPS,Unit 6,
WR,Maharashtra,Central,nuclear,Tarapur nuclear power plant,1,G100000500564,,,TARAPUR,Unit 1,
WR,Maharashtra,Central,nuclear,Tarapur nuclear power plant,2,G100000500565,,,TARAPUR,Unit 2,
WR,Maharashtra,Central,nuclear,Tarapur nuclear power plant,3,G100000500420,,,TARAPUR,Unit 3,
WR,Maharashtra,Central,nuclear,Tarapur nuclear power plant,4,G100000500421,,,TARAPUR,Unit 4,
SR,Telangana,Central,coal,Ramagundam power station,Stage IV Unit 8,G100000108470,,,TELANGANA STPP,Unit 1,
SR,Telangana,Central,coal,Ramagundam power station,Stage IV Unit 8,G100000108470,,,TELANGANA STPP PH-1,Unit 1,
SR,Telangana,Central,coal,Ramagundam power station,Stage IV Unit 9,G100000108471,,,TELANGANA STPP PH-1,Unit 2,
ER,Jharkhand,State,coal,Tenughat power station,Unit 1,G100000110006,,,TENUGHAT TPS,Unit 1,
ER,Jharkhand,State,coal,Tenughat power station,Unit 2,G100000110007,,,TENUGHAT TPS,Unit 2,
SR,Andhra Pradesh,Private,coal,Meenakshi Energy Thermal Power Project,Stage I Unit 1,G100000106792,,,THAMMINAPATNAM TPS,Unit 1,
SR,Andhra Pradesh,Private,coal,Meenakshi Energy Thermal Power Project,Stage I Unit 2,G100000106793,,,THAMMINAPATNAM TPS,Unit 2,
SR,Andhra Pradesh,Private,coal,Meenakshi Energy Thermal Power Project,Unit 3,G100000106794,,,THAMMINAPATNAM TPS,Unit 3,
SR,Andhra Pradesh,Private,coal,Meenakshi Energy Thermal Power Project,Unit 4,G100000106795,,,THAMMINAPATNAM TPS,Unit 4,
WR,Maharashtra,Private,coal,Tiroda Thermal Power Project,Phase I Unit 1,G100000110182,,,TIRORA TPS,Unit 1,
WR,Maharashtra,Private,coal,Tiroda Thermal Power Project,Phase I Unit 2,G100000110183,,,TIRORA TPS,Unit 2,
WR,Maharashtra,Private,coal,Tiroda Thermal Power Project,Phase II Unit 3,G100000110184,,,TIRORA TPS,Unit 3,
WR,Maharashtra,Private,coal,Tiroda Thermal Power Project,Phase III Unit 4,G100000110185,,,TIRORA TPS,Unit 4,
WR,Maharashtra,Private,coal,Tiroda Thermal Power Project,Phase III Unit 5,G100000110186,,,TIRORA TPS,Unit 5,
ER,West Bengal,Private,coal,Titagarh power station,Unit 1,G100000110200,,,TITAGARH TPS,Unit 1,
ER,West Bengal,Private,coal,Titagarh power station,Unit 2,G100000110201,,,TITAGARH TPS,Unit 2,
ER,West Bengal,Private,coal,Titagarh power station,Unit 3,G100000110202,,,TITAGARH TPS,Unit 3,
ER,West Bengal,Private,coal,Titagarh power station,Unit 4,G100000110203,,,TITAGARH TPS,Unit 4,
SR,Karnataka,Private,coal,JSW Vijayanagar Toranagallu power station,Unit 1,G100000105378,,,TORANGALLU TPS(SBU-I),Unit 1,
SR,Karnataka,Private,coal,JSW Vijayanagar Toranagallu power station,Unit 2,G100000105379,,,TORANGALLU TPS(SBU-I),Unit 2,
SR,Karnataka,Private,coal,JSW Vijayanagar Toranagallu power station,Unit 3,G100000105380,,,TORANGALLU TPS(SBU-II),Unit 3,
SR,Karnataka,Private,coal,JSW Vijayanagar Toranagallu power station,Unit 4,G100000105381,,,TORANGALLU TPS(SBU-II),Unit 4,
NER,Tripura,Central,oil/gas,Tripura Combined Cycle power plant,Block I,G100000401491,,COMBINED,TRIPURA CCPP,,
WR,Maharashtra,Private,oil/gas,Trombay Combined Cycle power plant,01-Feb,G100000401457,,COMBINED,TROMBAY CCPP,,
WR,Maharashtra,Private,coal,Trombay power station,Unit 5,G100000110337,,,TROMBAY TPS,Unit 5,
WR,Maharashtra,Private,coal,Trombay power station,Unit 8,G100000110339,,,TROMBAY TPS,Unit 8,
WR,Maharashtra,Private,coal,Trombay power station,Unit 6 conversion,G100000110338,,,TROMBAY TPS,Unit 6,
SR,Tamil Nadu,Central,coal,Tuticorin NTPL power station,Unit 1,G100000110385,,,TUTICORIN (JV) TPP,Unit 1,
SR,Tamil Nadu,Central,coal,Tuticorin NTPL power station,Unit 2,G100000110386,,,TUTICORIN (JV) TPP,Unit 2,
SR,Tamil Nadu,Private,coal,Thoothukudi IBTPL power station,Unit 1,G100000110087,,,TUTICORIN (P) TPP,Unit 1,
SR,Tamil Nadu,Private,coal,Thoothukudi IBTPL power station,Unit 2,G100000110088,,,TUTICORIN (P) TPP,Unit 2,
SR,Tamil Nadu,Private,coal,SEPC Tuticorin power station,--,G100000108925,,,TUTICORIN TPP ST-IV,Unit 1,
SR,Tamil Nadu,State,coal,Tuticorin Thermal Power Station,Unit 1,G100000110391,,,TUTICORIN TPS,Unit 1,
SR,Tamil Nadu,State,coal,Tuticorin Thermal Power Station,Unit 2,G100000110392,,,TUTICORIN TPS,Unit 2,
SR,Tamil Nadu,State,coal,Tuticorin Thermal Power Station,Unit 3,G100000110393,,,TUTICORIN TPS,Unit 3,
SR,Tamil Nadu,State,coal,Tuticorin Thermal Power Station,Unit 4,G100000110394,,,TUTICORIN TPS,Unit 4,
SR,Tamil Nadu,State,coal,Tuticorin Thermal Power Station,Unit 5,G100000110395,,,TUTICORIN TPS,Unit 5,
WR,Chhatisgarh,Private,coal,Uchpinda power station,Unit 1,G100000110418,,,UCHPINDA TPP,Unit 1,
WR,Chhatisgarh,Private,coal,Uchpinda power station,Unit 2,G100000110419,,,UCHPINDA TPP,Unit 2,
WR,Chhatisgarh,Private,coal,Uchpinda power station,Unit 3,G100000110420,,,UCHPINDA TPP,Unit 3,
WR,Chhatisgarh,Private,coal,Uchpinda power station,Unit 4,G100000110421,,,UCHPINDA TPP,Unit 4,
SR,Tamil Nadu,State,coal,Udangudi Super Critical Thermal Power Project,Unit 1,G100000110422,,,UDANGUDI TPP,Unit 1,
SR,Tamil Nadu,State,coal,Udangudi Super Critical Thermal Power Project,Unit 2,G100000110423,,,UDANGUDI TPP,Unit 2,
SR,Karnataka,Private,coal,Udupi power station,Unit 1,G100000110429,,,UDUPI TPP,Unit 1,
SR,Karnataka,Private,coal,Udupi power station,Unit 2,G100000110430,,,UDUPI TPP,Unit 2,
WR,Gujarat,State,coal,Ukai Thermal Power Station,Unit 3,G100000110438,,,UKAI TPS,Unit 3,
WR,Gujarat,State,coal,Ukai Thermal Power Station,Unit 4,G100000110439,,,UKAI TPS,Unit 4,
WR,Gujarat,State,coal,Ukai Thermal Power Station,Unit 5,G100000110440,,,UKAI TPS,Unit 5,
WR,Gujarat,State,coal,Ukai Thermal Power Station,Unit 6,G100000110441,,,UKAI TPS,Unit 6,
NR,Uttar Pradesh,Central,coal,Feroze Gandhi Unchahar Power Station,Unit 1,G100000102747,,,UNCHAHAR TPS,Unit 1,
NR,Uttar Pradesh,Central,coal,Feroze Gandhi Unchahar Power Station,Unit 2,G100000102748,,,UNCHAHAR TPS,Unit 2,
NR,Uttar Pradesh,Central,coal,Feroze Gandhi Unchahar Power Station,Unit 3,G100000102749,,,UNCHAHAR TPS,Unit 3,
NR,Uttar Pradesh,Central,coal,Feroze Gandhi Unchahar Power Station,Unit 4,G100000102750,,,UNCHAHAR TPS,Unit 4,
NR,Uttar Pradesh,Central,coal,Feroze Gandhi Unchahar Power Station,Unit 5,G100000102751,,,UNCHAHAR TPS,Unit 5,
NR,Uttar Pradesh,Central,coal,Feroze Gandhi Unchahar Power Station,Unit 6,G100000102752,,,UNCHAHAR TPS,Unit 6,
WR,Gujarat,Private,oil/gas,Unosugen Combined Cycle power plant,1,G100000401448,,,UNOSUGEN CCPP,,
WR,Maharashtra,State,oil/gas,Uran Combined Cycle power plant,05-Oct,G100000401456,,COMBINED,URAN CCPP,,
ER,Odisha,Private,coal,Jharsuguda Ind-Barath power station,Phase I Unit 1,G100000105045,,,UTKAL TPP (IND BARATH),Unit 1,
ER,Odisha,Private,coal,Jharsuguda Ind-Barath power station,Phase I Unit 2,G100000105046,,,UTKAL TPP (IND BARATH),Unit 2,
WR,Gujarat,State,oil/gas,Utran Combined Cycle power plant,05-Jun,G100000401444,,COMBINED,UTRAN CCPP,,
NR,Uttar Pradesh,Private,coal,Utraula power station,Unit 1,G100000110528,,,UTRAULA TPS,Unit 1,
NR,Uttar Pradesh,Private,coal,Utraula power station,Unit 2,G100000110529,,,UTRAULA TPS,Unit 2,
SR,Tamil Nadu,Private,oil/gas,Arkay Energy Rameswarm power station,1,G100000411781,,,VALANTARVY CCPP,,
SR,Tamil Nadu,Central,coal,Vallur Thermal Power Plant,Unit 1,G100000110544,,,VALLUR TPP,Unit 1,
SR,Tamil Nadu,Central,coal,Vallur Thermal Power Plant,Unit 2,G100000110545,,,VALLUR TPP,Unit 2,
SR,Tamil Nadu,Central,coal,Vallur Thermal Power Plant,Unit 3,G100000110546,,,VALLUR TPP,Unit 3,
SR,Tamil Nadu,State,oil/gas,Valuthur Combined Cycle power plant,Phase I,G100000401482,,COMBINED,VALUTHUR CCPP,,
ER,Odisha,Private,coal,Jharsuguda Sterlite power station,Unit 2,G100000105049,,,VEDANTA TPP,Unit 2,
ER,Odisha,Private,coal,Jharsuguda Sterlite power station,Unit 1,G100000105048,,,VEDANTA TPP,Unit 1,
ER,Odisha,Private,coal,Jharsuguda Sterlite power station,Unit 3,G100000105050,,,Vedanta Ltd Chhattisgarh TPP,Unit 1,
ER,Odisha,Private,coal,Jharsuguda Sterlite power station,Unit 4,G100000105051,,,Vedanta Ltd Chhattisgarh TPP,Unit 2,
SR,Andhra Pradesh,Private,oil/gas,Vemagiri Combined Cycle power plant,01-Feb,G100000401475,,,VEMAGIRI CCPP,,
SR,Andhra Pradesh,Private,oil/gas,Vijjeswaram Combined Cycle power plant,Stage I,G100000401469,,COMBINED,VIJJESWARAM CCPP,,
WR,Madhya Pradesh,Central,coal,Vindhyachal power station,Phase 1 Unit 1,G100000110598,,,VINDHYACHAL STPS,Unit 1,
WR,Madhya Pradesh,Central,coal,Vindhyachal power station,Phase 1 Unit 2,G100000110599,,,VINDHYACHAL STPS,Unit 2,
WR,Madhya Pradesh,Central,coal,Vindhyachal power station,Phase 1 Unit 3,G100000110600,,,VINDHYACHAL STPS,Unit 3,
WR,Madhya Pradesh,Central,coal,Vindhyachal power station,Phase 1 Unit 4,G100000110601,,,VINDHYACHAL STPS,Unit 4,
WR,Madhya Pradesh,Central,coal,Vindhyachal power station,Phase 1 Unit 5,G100000110602,,,VINDHYACHAL STPS,Unit 5,
WR,Madhya Pradesh,Central,coal,Vindhyachal power station,Phase 1 Unit 6,G100000110603,,,VINDHYACHAL STPS,Unit 6,
WR,Madhya Pradesh,Central,coal,Vindhyachal power station,Phase 2 Unit 1,G100000110604,,,VINDHYACHAL STPS,Unit 7,
WR,Madhya Pradesh,Central,coal,Vindhyachal power station,Phase 2 Unit 2,G100000110605,,,VINDHYACHAL STPS,Unit 8,
WR,Madhya Pradesh,Central,coal,Vindhyachal power station,Phase 3 Unit 1,G100000110606,,,VINDHYACHAL STPS,Unit 9,
WR,Madhya Pradesh,Central,coal,Vindhyachal power station,Phase 3 Unit 2,G100000110607,,,VINDHYACHAL STPS,Unit 10,
WR,Madhya Pradesh,Central,coal,Vindhyachal power station,Phase IV unit 11,G100000110608,,,VINDHYACHAL STPS,Unit 11,
WR,Madhya Pradesh,Central,coal,Vindhyachal power station,Phase IV units 12,G100000110609,,,VINDHYACHAL STPS,Unit 12,
WR,Madhya Pradesh,Central,coal,Vindhyachal power station,Phase V Unit 13,G100000110610,,,VINDHYACHAL STPS,Unit 13,
SR,Andhra Pradesh,Private,coal,Vizag Thermal Power Plant,Unit 1,G100000110634,,,VIZAG TPP,Unit 1,
SR,Andhra Pradesh,Private,coal,Vizag Thermal Power Plant,Unit 2,G100000110635,,,VIZAG TPP,Unit 2,
WR,Gujarat,State,coal,Wanakbori Thermal Power Station,Unit 1,G100000110705,,,WANAKBORI TPS,Unit 1,
WR,Gujarat,State,coal,Wanakbori Thermal Power Station,Unit 2,G100000110706,,,WANAKBORI TPS,Unit 2,
WR,Gujarat,State,coal,Wanakbori Thermal Power Station,Unit 3,G100000110707,,,WANAKBORI TPS,Unit 3,
WR,Gujarat,State,coal,Wanakbori Thermal Power Station,Unit 4,G100000110708,,,WANAKBORI TPS,Unit 4,
WR,Gujarat,State,coal,Wanakbori Thermal Power Station,Unit 5,G100000110709,,,WANAKBORI TPS,Unit 5,
WR,Gujarat,State,coal,Wanakbori Thermal Power Station,Unit 6,G100000110710,,,WANAKBORI TPS,Unit 6,
WR,Gujarat,State,coal,Wanakbori Thermal Power Station,Unit 7,G100000110711,,,WANAKBORI TPS,Unit 7,
WR,Gujarat,State,coal,Wanakbori Thermal Power Station,Unit 8,G100000110712,,,WANAKBORI TPS,Unit 8,
WR,Maharashtra,Private,coal,Wardha Warora Power Plant,Unit 1,G100000110733,,,WARDHA WARORA TPP,Unit 1,
WR,Maharashtra,Private,coal,Wardha Warora Power Plant,Unit 2,G100000110734,,,WARDHA WARORA TPP,Unit 2,
WR,Maharashtra,Private,coal,Wardha Warora Power Plant,Unit 3,G100000110735,,,WARDHA WARORA TPP,Unit 3,
WR,Maharashtra,Private,coal,Wardha Warora Power Plant,Unit 4,G100000110736,,,WARDHA WARORA TPP,Unit 4,
SR,Telangana,State,coal,Yadadri power station,Unit 1,G100000111268,,,YADADRI TPS,Unit 1,
SR,Telangana,State,coal,Yadadri power station,Unit 2,G100000111269,,,YADADRI TPS,Unit 2,
SR,Telangana,State,coal,Yadadri power station,Unit 3,G100000111270,,,YADADRI TPS,Unit 3,
SR,Telangana,State,coal,Yadadri power station,Unit 4,G100000111271,,,YADADRI TPS,Unit 4,
SR,Telangana,State,coal,Yadadri power station,Unit 5,G100000111272,,,YADADRI TPS,Unit 5,
NR,Haryana,State,coal,Deenbandhu Chhotu Ram Thermal Power Plant,Unit 1,G100000102294,,,YAMUNA NAGAR TPS,Unit 1,
NR,Haryana,State,coal,Deenbandhu Chhotu Ram Thermal Power Plant,Unit 2,G100000102295,,,YAMUNA NAGAR TPS,Unit 2,
SR,Karnataka,State,oil/gas,Yelahanka Raichur power station,1,G100000408631,,,YELAHANKA CCPP,,
SR,Karnataka,State,coal,Yermarus power station,Unit 1,G100000111369,,,YERMARUS TPP,Unit 1,
SR,Karnataka,State,coal,Yermarus power station,Unit 2,G100000111370,,,YERMARUS TPP,Unit 2,
ER,West Bengal,State,coal,Bandel Thermal Power Station,Unit 1,G100000100495,,,BANDEL TPS,Unit 1,
ER,West Bengal,State,coal,Bandel Thermal Power Station,Unit 3,G100000100497,,,BANDEL TPS,Unit 3,
ER,West Bengal,State,coal,Bandel Thermal Power Station,Unit 4,G100000100498,,,BANDEL TPS,Unit 4,
ER,Odisha,Private,coal,Angul Smelter power station,Unit 1,G100000100216,,,NALCO IMP,Unit 1,May not be this unit. Captive plant exports to grid https://nalcoindia.com/business/operation/captive-power-plant/
ER,West Bengal,Private,coal,Dishergarh power station,Unit 1,GX,,,DISHERGARH TPP,Unit 1,Not in GCPT. Added March 2019. https://cea.nic.in/wp-content/uploads/2020/05/exe_summary-03-14.pdf
ER,Odisha,Private,coal,Choudwar power station,Unit 2,G100000101560,,,ICCL IMP,Unit 2,
ER,Odisha,Private,coal,,,,,,LANCO BABANDH TPP,Unit 1,
ER,Odisha,Private,coal,,,,,,LANCO BABANDH TPP,Unit 2,
NR,Delhi,State,oil/gas,Indraprastha Gas power station,,G100000409916,,,I.P.CCPP,1,
NR,Delhi,State,oil/gas,Pragati Combined Cycle Gas Turbine-III power station,,G100000401429,,,PRAGATI CCGT-III,1+2,
NR,Delhi,State,oil/gas,Pragati Combined Cycle power plant,,G100000401428,,,PRAGATI CCPP,1,
NR,Delhi,Private,oil/gas,Rithala Gas power plant,,G100000409905,,,RITHALA CCPP,1,
NR,Haryana,Central,oil/gas,Faridabad Combined Cycle power plant,,G100000401433,,,FARIDABAD CCPP,01-Mar,
NR,Rajasthan,State,oil/gas,Dholpur Combined Cycle power plant,,G100000401431,,,DHOLPUR CCPP,01-Mar,
NR,Rajasthan,State,oil/gas,Ramgarh Combined Cycle power plant,,G100000401432,,,RAMGARH CCPP,1,
NR,Rajasthan,Central,oil/gas,Anta power plant,,G100000401434,,,ANTA CCPP,01-Apr,
NR,Uttarakhand,Private,oil/gas,Kashipur Sravanthi power station,,G100000408624,,,BETA CCPP,2,
NR,Uttarakhand,Private,oil/gas,Kashipur (Gama) power station,,G100000408637,,,GAMA CCPP,1,
NR,Uttarakhand,Private,oil/gas,Kashipur Sravanthi power station,,G100000408625,,,KASHIPUR CCPP,1,
NR,Uttar Pradesh,Central,oil/gas,Auraiya Combined Cycle power plant,,G100000401436,,,AURAIYA CCPP,01-Jun,
NR,Uttar Pradesh,Central,oil/gas,Dadri Combined Cycle power plant,,G100000401435,,,DADRI CCPP,01-Jun,
WR,Gujarat,State,oil/gas,Dhuvaran Combined Cycle power plant,,G100000401441,,,DHUVARAN CCPP,I+II+III,
WR,Gujarat,State,oil/gas,Hazira (GSEG) power station,,G100000401437,,,HAZIRA CCPP,01-Mar,
WR,Gujarat,State,oil/gas,Hazira (GSEG) power station,,G100000401438,,,HAZIRA CCPP EXT,EXT,
WR,Gujarat,State,oil/gas,Pipavav Combined Cycle power plant,,G100000401439,,,PIPAVAV CCPP,1+2,
WR,Gujarat,State,oil/gas,Utran Combined Cycle power plant,,G100000401444,,,UTRAN CCPP,05-Jun,
WR,Gujarat,Private,oil/gas,Vadodara Combined Cycle power plant,,G100000401451,,,BARODA CCPP,II,
WR,Gujarat,Private,oil/gas,DGEN Mega Combined Cycle power plant,,G100000401453,,,DGEN MEGA CCPP,1+2+3,
WR,Gujarat,Private,oil/gas,Hazira (Essar) power station,,G100000401449,,,ESSAR CCPP,01-Apr,
WR,Gujarat,Private,oil/gas,Paguthan Combined Cycle power plant,,G100000401452,,,PEGUTHAN CCPP,01-Apr,
WR,Gujarat,Private,oil/gas,Sugen Combined Cycle power plant,,G100000401445,,,SUGEN CCPP,1+2+3,
WR,Gujarat,Private,oil/gas,Unosugen Combined Cycle power plant,,G100000401448,,,UNOSUGEN CCPP,1,
WR,Gujarat,Central,oil/gas,Jhanor Gandhar Combined Cycle power plant,,G100000401459,,,GANDHAR CCPP,01-Apr,
WR,Gujarat,Central,oil/gas,Kawas Combined Cycle power plant,,G100000401460,,,KAWAS CCPP,01-Jun,
WR,Maharashtra,State,oil/gas,Uran Combined Cycle power plant,,G100000401456,,,URAN CCPP,05-Oct,
WR,Maharashtra,Private,oil/gas,Mangaon Combined Cycle power plant,,G100000401458,,,MANGAON CCPP,1,
WR,Maharashtra,Private,oil/gas,Trombay Combined Cycle power plant,,G100000401457,,,TROMBAY CCPP,01-Feb,
WR,Maharashtra,Central,oil/gas,Ratnagiri Combined Cycle power plant,,G100000401461,,,RATNAGIRI CCPP,Block I+II+III,
SR,Andhra Pradesh,State,oil/gas,Jegurupadu Combined Cycle power plant,,G100000401473,,,JEGURUPADU CCPP PH I,Phase I,
SR,Andhra Pradesh,Private,oil/gas,Gautami Combined Cycle power plant,,G100000401468,,,GAUTAMI CCPP,01-Mar,
SR,Andhra Pradesh,Private,oil/gas,GMR Energy Limited Combined Cycle power plant,,G100000401477,,,GMR Energy Ltd - Kakinada,1,
SR,Andhra Pradesh,Private,oil/gas,Godavari Combined Cycle power plant,,G100000401476,,,GODAVARI CCPP,01-Apr,
SR,Andhra Pradesh,Private,oil/gas,GREL Combined Cycle power plant (Rajahmundry),,G100000401478,,,GREL CCPP (Rajahmundry),1+2,
SR,Andhra Pradesh,Private,oil/gas,Jegurupadu Combined Cycle power plant,,G100000401474,,,JEGURUPADU CCPP PH II,Phase II,
SR,Andhra Pradesh,Private,oil/gas,Konaseema Combined Cycle power plant,,G100000401471,,,KONASEEMA CCPP,Phase I,
SR,Andhra Pradesh,Private,oil/gas,Kondapalli Combined Cycle power plant,,G100000401464,,,KONDAPALLI CCPP,Phase I (1-3),
SR,Andhra Pradesh,Private,oil/gas,Kondapalli Combined Cycle power plant,,G100000401465,,,KONDAPALLI  EXTN CCPP .,Phase II (1-2),
SR,Andhra Pradesh,Private,oil/gas,Kondapalli Combined Cycle power plant,,G100000401466,,,KONDAPALLI ST-3 CCPP,Phase III (1)+(2),
SR,Andhra Pradesh,Private,oil/gas,Samalkot Combined Cycle power plant,,G100000401472,,,PEDDAPURAM CCPP,01-Feb,
SR,Andhra Pradesh,Private,oil/gas,Vemagiri Combined Cycle power plant,,G100000401475,,,VEMAGIRI CCPP,01-Feb,
SR,Andhra Pradesh,Private,oil/gas,Vijjeswaram Combined Cycle power plant,,G100000401469,,,VIJJESWARAM CCPP,Stage I+II,
SR,Karnataka,State,oil/gas,Yelahanka Raichur power station,,G100000408631,,,YELAHANKA CCPP,1,
SR,Karnataka,State,oil/gas,Brahmapuram Diesel power station,,G100000411780,,,BRAMHAPURAM DG,1,
SR,Karnataka,State,oil/gas,Kozhikode Diesel power station,,G100000411773,,,KOZHIKODE DG,1,
SR,Karnataka,Private,oil/gas,BSES Kerala power station,,G100000411779,,,COCHIN CCPP (Liq.),1,
SR,Karnataka,Private,oil/gas,Kayamkulam Gas power plant,,G100000409915,,,R. GANDHI CCPP (Liq.),1,
SR,Tamil Nadu,State,oil/gas,Thirumakotai Combined Cycle power plant,,G100000401481,,,KOVIKALPAL CCPP,1,
SR,Tamil Nadu,State,oil/gas,Kuttalam Combined Cycle power plant,,G100000401480,,,KUTTALAM CCPP,1,
SR,Tamil Nadu,State,oil/gas,Valuthur Combined Cycle power plant,,G100000401482,,,VALUTHUR CCPP,Phase I+II,
SR,Tamil Nadu,Private,oil/gas,Karappur Combined Cycle power plant,,G100000401488,,,KARUPPUR CCPP,1,
SR,Tamil Nadu,Private,oil/gas,P.Nallur Combined Cycle power plant,,G100000401484,,,P.NALLUR CCPP,1,
NER,Assam,State,oil/gas,Namrup power station,,G100000401489,,,NAMRUP CCPP,1,
NER,Assam,Central,oil/gas,Assam Gas Based power station,,G100000409391,,,KATHALGURI CCPP,1,
NER,Tripura,Central,oil/gas,Agartala power plant,,G100000409910,,,AGARTALA GT,1,
NER,Tripura,Central,oil/gas,Monarchak Combined Cycle power plant,,G100000401490,,,MONARCHAK CCPP,1,
NER,Tripura,Central,oil/gas,Tripura Combined Cycle power plant,,G100000401491,,,TRIPURA CCPP,Block I,
ER,Andaman and Nicobar Islands,State,oil/gas,,,,,,AND. NICOBAR DG,,
ER,Andaman and Nicobar Islands,State,oil/gas,,,,,,AND. NICOBAR Pvt. DG,,
SR,Puducherry,State,oil/gas,,,,,,KARAIKAL CCPP,,
SR,Lakshadweep,State,oil/gas,,,,,,LAKSHDWEEP DG,,
SR,Tamil Nadu,Private,oil/gas,,,,,,SAMAYANALLUR DG,,
NER,Tripura,State,oil/gas,,,,,,BARAMURA GT,,
NER,Tripura,State,oil/gas,,,,,,ROKHIA GT,,
WR,Gujarat,Private,oil/gas,,,,,,GIPCL. GT IMP,,
ER,West Bengal,State,oil/gas,,,,,,HALDIA GT (Liq.),,
SR,Tamil Nadu,State,hydropower,Aliyar hydroelectric plant,,G100001027270,operating,0,ALIYAR  HPS,,
NR,Himachal Pradesh,Private,hydropower,Allain Duhangan hydroelectric plant,,G100000601826,operating,0,ALLAIN DUHANGAN  HPS,,
SR,Karnataka,State,hydropower,Almatti hydroelectric plant,,G100000601827,operating,0,ALMATTI DPH  HPS,,
NR,Punjab,State,hydropower,Anandpur Sahib hydroelectric plant,,G100000601829,operating,0,ANANDPUR SAHIB-I HPS ,,
