source_system,plant_code,plant_name,source_country,coal_relevant,has_coordinates,decided_by,pipeline_note,candidate_1_id,candidate_1_name,candidate_1_score,candidate_2_id,candidate_2_name,candidate_2_score,candidate_3_id,candidate_3_name,candidate_3_score,gem_location_id,not_in_gem,decision_note
ENTSOE,,WALSUM_10,Germany,t,t,legacy-pipeline,grandfathered llm match to GPPD 'KW Walsum'; no GEM link — review,L100000101934,Duisburg-Walsum power station,58.3,,,,,,,,f,
ENTSOE,,WEIHER,Germany,t,t,legacy-pipeline,grandfathered rapidfuzz match to GPPD 'Weiher'; no GEM link — review,L100000101977,Quierschied-Weiher power station,100,L100000101966,Weisweiler power station,62.5,L100000104716,Wehrden power station,61.5,,f,
ENTSOE,,WEIHER_C,Germany,t,t,legacy-pipeline,grandfathered rapidfuzz match to GPPD 'Weiher'; no GEM link — review,L100000101977,Quierschied-Weiher power station,85.7,L100000101966,Weisweiler power station,55.6,,,,,f,
ENTSOE,,Łagisza B10,Poland,t,t,legacy-pipeline,grandfathered llm match to GPPD 'Łagisza'; no GEM link — review,L100000103264,Lagisza power station,70.6,,,,,,,,f,
ENTSOE,,Łaziska 3 B09,Poland,t,t,legacy-pipeline,grandfathered llm match to GPPD 'Łaziska'; no GEM link — review,L100000103265,Laziska power station,63.2,,,,,,,,f,
ENTSOE,,Łaziska 3 B10,Poland,t,t,legacy-pipeline,grandfathered llm match to GPPD 'Łaziska'; no GEM link — review,L100000103265,Laziska power station,63.2,,,,,,,,f,
ENTSOE,,Łaziska 3 B11,Poland,t,t,legacy-pipeline,grandfathered llm match to GPPD 'Łaziska'; no GEM link — review,L100000103265,Laziska power station,63.2,,,,,,,,f,
ENTSOE,,Łaziska 3 B12,Poland,t,t,legacy-pipeline,grandfathered llm match to GPPD 'Łaziska'; no GEM link — review,L100000103265,Laziska power station,63.2,,,,,,,,f,
ENTSOE,,Łódź-4 B03,Poland,t,t,legacy-pipeline,grandfathered llm match to GPPD 'EC Łódź-4'; no GEM link — review,L100000103218,Lodz-3 power station,66.7,L100000103219,Lodz-4 power station,66.7,,,,,f,
NPP,,ANPARA TPS,India,t,t,,,L100000102610,Anpara power station,100,L100000102611,Anpara-C power station,85.7,L100000102612,Anpara-D power station,85.7,,f,
NPP,,BARH STPS,India,t,t,,,L100000102092,Barh I power station,100,L100000102618,Bargarh power station,72.7,L100000102093,Barh II power station,72.7,,f,
NPP,,DURGAPUR STEEL TPS,India,t,t,,,L100000102671,Durgapur SAIL power station,81.5,L100000102459,Duburi Steel power station,76.9,L100000102668,Durgapur DVC power station,72.7,,f,
NPP,,NIGRI TPP,India,t,t,,,L100000102331,Gadarwara power station (BLA),72.7,L100000102131,Bhengari power station,61.5,L100000102336,Gorgi power station,60,,f,
NPP,,SWASTIK KORBA TPP,India,t,t,,,L100000102162,Korba Power Thermal Power Plant (Adani),58.3,L100000102157,Korba Super Thermal Power Station (NTPC),55.6,,,,,f,
OCCTO,,仙台パワーステーション,Japan,t,t,legacy-pipeline,grandfathered llm match to GEM 'Sendai power station'; GEM name did not resolve to one location — review,,,,,,,,,,,f,
OCCTO,,北陸電力 敦賀火力発電所,Japan,t,t,legacy-pipeline,grandfathered llm match to GPPD 'Tsuruga power station'; no GEM link — review,,,,,,,,,,,f,
OCCTO,,名古屋第二発電所,Japan,t,t,legacy-pipeline,grandfathered llm match to GPPD 'Nagoya Power Plant 2'; no GEM link — review,,,,,,,,,,,f,
OCCTO,,土佐発電所,Japan,t,t,legacy-pipeline,grandfathered llm match to GPPD 'Tosa power station'; no GEM link — review,,,,,,,,,,,f,
OCCTO,,壬生川火力発電所,Japan,t,t,legacy-pipeline,grandfathered llm match to GPPD 'Nyugawa power station'; no GEM link — review,,,,,,,,,,,f,
OCCTO,,奈井江発電所,Japan,t,t,legacy-pipeline,grandfathered llm match to GPPD 'Naie power station'; no GEM link — review,,,,,,,,,,,f,
OCCTO,,常陸那珂火力発電所１号機,Japan,t,t,legacy-pipeline,grandfathered llm match to GPPD 'Hitachinaka power station'; no GEM link — review,,,,,,,,,,,f,
OCCTO,,広野火力発電所５号機,Japan,t,t,legacy-pipeline,grandfathered llm match to GEM 'Hirono power station'; GEM name did not resolve to one location — review,,,,,,,,,,,f,
OCCTO,,広野火力発電所６号機,Japan,t,t,legacy-pipeline,grandfathered llm match to GEM 'Hirono Thermal power station'; GEM name did not resolve to one location — review,,,,,,,,,,,f,
OCCTO,,松浦発電所,Japan,t,t,legacy-pipeline,grandfathered llm match to GPPD 'Matsuura power station'; no GEM link — review,,,,,,,,,,,f,
OCCTO,,横須賀火力発電所1号機,Japan,t,t,legacy-pipeline,grandfathered llm match to GPPD 'Yokosuka'; no GEM link — review,,,,,,,,,,,f,
OCCTO,,神戸発電所,Japan,t,t,legacy-pipeline,grandfathered llm match to GPPD 'Kobe power station'; no GEM link — review,,,,,,,,,,,f,
OCCTO,,糸魚川発電所,Japan,t,t,legacy-pipeline,grandfathered llm match to GPPD 'Itoigawa power station'; no GEM link — review,,,,,,,,,,,f,
OCCTO,,苫東厚真発電所,Japan,t,t,legacy-pipeline,grandfathered llm match to GPPD 'Tomato-atsuma power station'; no GEM link — review,,,,,,,,,,,f,
OCCTO,,金武2号,Japan,t,t,legacy-pipeline,grandfathered llm match to GPPD 'Kin power station'; no GEM link — review,L100000102886,Nanyo Complex power station,100,,,,,,,,f,
OCCTO,,電源開発磯子火力発電所新１号機,Japan,t,t,legacy-pipeline,grandfathered llm match to GEM 'Isogo power station (original)'; GEM name did not resolve to one location — review,,,,,,,,,,,f,
OCCTO,,電源開発磯子火力発電所新２号機,Japan,t,t,legacy-pipeline,grandfathered llm match to GPPD 'Isogo power station'; no GEM link — review,L100000102886,Nanyo Complex power station,100,,,,,,,,f,
OCCTO,,電源開発竹原火力発電所新１号機,Japan,t,t,legacy-pipeline,grandfathered llm match to GPPD 'Takehara power station'; no GEM link — review,,,,,,,,,,,f,
OCCTO,,電源開発竹原火力発電所３号機,Japan,t,t,legacy-pipeline,grandfathered llm match to GPPD 'Takehara power station'; no GEM link — review,,,,,,,,,,,f,
OE,,Bayswater,Australia,t,t,,,L100000100004,Bayswater power station,100,L100000200402,Broadwater power station,73.7,L100000100038,Bluewaters power station,63.2,,f,
OE,,Callide A,Australia,t,t,,,L100000100012,Callide Oxyfuel Project,100,L100000100013,Callide power station,87.5,L100000100039,Collie power station,66.7,,f,
OE,,Callide B,Australia,t,t,,,L100000100012,Callide Oxyfuel Project,88.9,L100000100013,Callide power station,87.5,L100000100039,Collie power station,66.7,,f,
OE,,Callide C,Australia,t,t,,,L100000100012,Callide Oxyfuel Project,88.9,L100000100013,Callide power station,87.5,L100000100039,Collie power station,66.7,,f,
OE,,Eraring,Australia,t,t,,,L100000100005,Eraring power station,100,L100000405114,Jeeralang power station,62.5,L100000100024,Tarong power station,61.5,,f,
OE,,Gladstone,Australia,t,t,,,L100000100017,Gladstone power station,100,L100000408141,Angaston power station,70.6,L100001047776,Clayton power station,62.5,,f,
OE,,Kogan Creek,Australia,t,t,,,L100000100018,Kogan Creek power station,100,L100000405112,Dry Creek GT power station,60.9,L100001047797,Plane Creek Mill power station,59.3,,f,
OE,,Liddell,Australia,t,t,,,L100000100006,Liddell power station,100,L100000408962,Weddell power station,71.4,L100000100013,Callide power station,57.1,,f,
OE,,Loy Yang A,Australia,t,t,,,L100000100035,Loy Yang A power station,100,L100000100036,Loy Yang B power station,90,,,,,f,
OE,,Loy Yang B,Australia,t,t,,,L100000100036,Loy Yang B power station,100,L100000100035,Loy Yang A power station,90,,,,,f,
OE,,Millmerran,Australia,t,t,,,L100000100019,Millmerran power station,100,L100001047804,Tableland Mill (Bundaberg Sugar) power station,58.3,L100000100011,Wallerawang power station,57.1,,f,
OE,,Mt Piper,Australia,t,t,,,L100000100007,Mount Piper power station,84.2,L100000408958,Snapper Point power station,57.1,,,,,f,
OE,,Stanwell,Australia,t,t,,,L100000100021,Stanwell power station,100,,,,,,,,f,
OE,,Tarong,Australia,t,t,,,L100000100024,Tarong power station,100,L100000100023,Tarong North power station,66.7,L100000405139,Tarrone GT power station,62.5,,f,
OE,,Tarong North,Australia,t,t,,,L100000100023,Tarong North power station,100,L100000100024,Tarong power station,66.7,L100000405139,Tarrone GT power station,63.6,,f,
OE,,Vales Point B,Australia,t,t,,,L100000104625,Vales Point A power station (replacement),92.3,L100000100010,Vales Point power station,91.7,L100000408958,Snapper Point power station,61.5,,f,
OE,,Yallourn W,Australia,t,t,,,L100000100037,Yallourn W power station,100,L100000100011,Wallerawang power station,57.1,,,,,f,
ONS,,CANDIOTA III,Brazil,t,t,,,L100000200434,Amandina II power station,69.6,L100000200575,Santa Cândida II power station,64.3,L100000408516,Goiânia II power station,63.6,,f,
ONS,,Candiota III,Brazil,t,t,,,L100000200434,Amandina II power station,69.6,L100000200575,Santa Cândida II power station,64.3,L100000408516,Goiânia II power station,63.6,,f,
ONS,,Figueira,Brazil,t,t,,,L100000200557,Pitangueiras power station,70,L100000200836,Iguatemi power station,62.5,L100000200739,Girua power station,61.5,,f,
ONS,,Jorge Lacerda I e II,Brazil,t,t,,,L100000100134,Jorge Lacerda power station,78.8,,,,,,,,f,
ONS,,Porto do Itaqui,Brazil,t,t,legacy-pipeline,grandfathered llm match to GPPD 'Porto do Itaqui (Antiga Termomaranhão)'; no GEM link — review,L100000100118,Porto do Pecém power station,62.1,L100000200558,Porto das Águas II power station,60.6,L100000100120,Itaqui power station,57.1,,f,
ONS,,Presidente Médici,Brazil,t,t,,,L100000100131,Presidente Médici Candiota power station,79.1,L100000406528,Presidente Kennedy power station,74.3,,,,,f,
ONS,,São Jerônimo,Brazil,t,t,,,L100000200585,São João power station,70,L100000200741,Santo Antônio power station,64,L100000200877,São Francisco power station,64,,f,
ONS,,US. FIGUEIRA,Brazil,t,t,,,L100000200557,Pitangueiras power station,69.6,L100000200504,Fibria MS power station,60,L100000200829,Paineiras power station,60,,f,
